time,ax,ay,az,atotal
19.879,0.05,-0.71,0.09,0.72
19.889,0.09,-0.60,0.19,0.63
19.899,0.02,-0.90,-0.13,0.90
19.909,0.00,-0.95,-0.21,0.98
19.919,0.04,-0.77,-0.17,0.79
19.929,0.04,-0.76,0.01,0.77
19.939,0.09,-0.66,0.17,0.69
19.949,0.02,-0.93,0.01,0.93
19.959,0.01,-0.91,-0.06,0.91
19.969,0.02,-0.73,-0.18,0.75
19.979,0.03,-0.75,0.01,0.75
19.989,0.09,-0.68,0.18,0.71
19.999,0.03,-0.90,-0.02,0.90
20.009,0.01,-0.87,-0.17,0.88
20.019,0.03,-0.72,-0.13,0.73
20.029,0.00,-0.70,0.00,0.70
20.039,0.07,-0.74,0.17,0.76
20.049,0.01,-0.96,0.09,0.97
20.059,0.04,-0.88,-0.11,0.89
20.069,0.02,-0.66,-0.15,0.67
20.079,0.02,-0.68,0.05,0.68
20.089,0.06,-0.74,0.14,0.76
20.099,0.03,-0.97,-0.00,0.97
20.109,0.03,-0.75,-0.16,0.76
20.119,0.01,-0.62,-0.06,0.63
20.129,-0.01,-0.66,-0.00,0.66
20.139,0.06,-0.79,0.08,0.79
20.149,0.02,-1.01,0.12,1.02
20.159,0.03,-0.77,-0.08,0.78
20.169,0.04,-0.62,-0.04,0.62
20.179,0.04,-0.54,0.20,0.58
20.189,0.01,-0.74,0.02,0.74
20.199,0.03,-1.00,-0.08,1.00
20.209,0.05,-0.70,-0.07,0.71
20.219,0.04,-0.57,0.01,0.57
20.229,0.03,-0.53,0.21,0.57
20.238,0.00,-0.82,-0.04,0.83
20.249,0.03,-0.99,-0.01,0.99
20.259,0.06,-0.70,-0.03,0.70
20.269,0.04,-0.59,-0.01,0.59
20.278,0.02,-0.49,0.14,0.51
20.288,0.02,-0.78,0.07,0.79
20.299,-0.01,-0.91,-0.10,0.92
20.309,0.04,-0.73,-0.03,0.73
20.319,0.03,-0.59,0.06,0.59
20.328,0.04,-0.51,0.09,0.52
20.338,0.01,-0.74,0.02,0.74
20.348,-0.01,-0.96,-0.07,0.96
20.358,0.05,-0.69,-0.12,0.70
20.368,0.03,-0.59,0.11,0.60
20.379,0.08,-0.46,0.30,0.55
20.388,-0.01,-0.72,0.09,0.73
20.398,-0.05,-0.92,-0.17,0.93
20.408,0.04,-0.60,-0.02,0.60
20.418,-0.01,-0.63,0.04,0.63
20.428,0.08,-0.47,0.26,0.54
20.438,0.01,-0.76,0.14,0.78
20.448,-0.02,-0.85,-0.11,0.86
20.458,0.01,-0.58,-0.10,0.59
20.468,0.01,-0.60,0.12,0.61
20.478,0.07,-0.54,0.27,0.61
20.488,0.02,-0.80,0.18,0.82
20.498,-0.01,-0.81,-0.12,0.82
20.508,-0.00,-0.56,-0.09,0.57
20.518,-0.01,-0.55,0.18,0.58
20.528,0.05,-0.58,0.08,0.59
20.538,0.01,-0.85,0.17,0.86
20.548,-0.01,-0.72,-0.03,0.72
20.558,-0.03,-0.61,-0.13,0.62
20.568,0.03,-0.51,0.16,0.53
20.578,0.02,-0.60,0.15,0.62
20.588,0.00,-0.88,0.04,0.88
20.598,0.06,-0.59,0.03,0.60
20.608,-0.01,-0.55,-0.06,0.56
20.618,-0.03,-0.46,0.20,0.51
20.628,0.03,-0.60,0.19,0.63
20.638,0.00,-0.92,0.09,0.92
20.648,0.01,-0.60,0.12,0.61
20.658,0.01,-0.51,0.02,0.51
20.668,-0.00,-0.50,0.15,0.52
20.678,0.02,-0.61,0.15,0.63
20.688,-0.03,-0.92,0.02,0.92
20.698,0.04,-0.58,0.00,0.58
20.708,0.02,-0.45,0.09,0.45
20.718,-0.00,-0.46,0.17,0.49
20.728,-0.01,-0.68,0.14,0.69
20.738,-0.04,-0.91,0.00,0.91
20.748,0.03,-0.61,0.02,0.61
20.758,0.00,-0.46,0.09,0.47
20.768,0.01,-0.42,0.22,0.47
20.778,-0.01,-0.65,0.20,0.68
20.788,-0.03,-0.88,0.01,0.88
20.798,0.03,-0.58,-0.02,0.58
20.808,-0.00,-0.47,0.11,0.48
20.818,0.03,-0.39,0.27,0.47
20.828,-0.02,-0.63,0.08,0.63
20.838,-0.04,-0.85,-0.03,0.85
20.848,0.01,-0.60,0.09,0.60
20.858,0.01,-0.48,0.12,0.50
20.868,0.04,-0.39,0.29,0.49
20.878,-0.01,-0.66,0.17,0.68
20.888,-0.05,-0.80,0.03,0.80
20.898,-0.00,-0.55,-0.07,0.55
20.908,-0.04,-0.53,0.12,0.54
20.918,0.05,-0.37,0.32,0.50
20.928,-0.03,-0.66,0.12,0.68
20.938,-0.04,-0.74,-0.00,0.74
20.947,-0.01,-0.54,0.08,0.55
20.958,-0.05,-0.56,0.17,0.59
20.968,0.06,-0.43,0.34,0.55
20.978,-0.03,-0.70,0.22,0.73
20.988,-0.04,-0.71,0.02,0.71
20.997,-0.00,-0.46,-0.01,0.46
21.007,-0.05,-0.50,0.14,0.52
21.017,0.03,-0.50,0.26,0.57
21.027,-0.03,-0.66,0.15,0.68
21.037,-0.01,-0.73,0.10,0.74
21.047,-0.04,-0.45,0.02,0.45
21.057,-0.01,-0.55,0.18,0.58
21.067,-0.00,-0.50,0.35,0.61
21.077,-0.03,-0.79,0.15,0.80
21.087,0.00,-0.62,0.15,0.64
21.097,-0.04,-0.42,0.04,0.43
21.107,-0.04,-0.49,0.12,0.51
21.117,0.01,-0.51,0.36,0.62
21.127,-0.04,-0.77,0.10,0.78
21.137,0.01,-0.61,0.09,0.62
21.147,-0.02,-0.35,0.15,0.38
21.157,-0.05,-0.50,0.26,0.57
21.167,-0.02,-0.55,0.30,0.63
21.177,-0.05,-0.79,0.19,0.81
21.187,0.02,-0.56,0.07,0.56
21.197,-0.06,-0.36,0.17,0.40
21.207,-0.03,-0.39,0.21,0.44
21.217,-0.03,-0.56,0.13,0.58
21.227,-0.06,-0.84,0.06,0.84
21.237,0.03,-0.50,0.16,0.52
21.247,-0.02,-0.49,0.20,0.53
21.257,-0.03,-0.32,0.25,0.41
21.267,-0.04,-0.60,0.26,0.66
21.277,-0.07,-0.78,0.11,0.79
21.287,0.00,-0.46,0.09,0.47
21.297,-0.05,-0.43,0.18,0.47
21.307,0.01,-0.31,0.36,0.47
21.317,-0.08,-0.63,0.19,0.66
21.327,-0.04,-0.79,0.17,0.81
21.337,-0.04,-0.49,0.01,0.49
21.347,-0.02,-0.44,0.18,0.48
21.357,0.01,-0.26,0.48,0.55
21.367,-0.03,-0.64,0.19,0.66
21.377,-0.06,-0.69,0.08,0.70
21.387,-0.05,-0.48,0.03,0.49
21.397,-0.04,-0.43,0.11,0.44
21.407,0.01,-0.33,0.43,0.54
21.417,-0.06,-0.67,0.26,0.72
21.427,-0.04,-0.69,0.02,0.69
21.437,-0.06,-0.44,0.12,0.46
21.447,-0.04,-0.42,0.14,0.45
21.457,0.03,-0.33,0.35,0.48
21.467,-0.05,-0.66,0.21,0.69
21.477,-0.02,-0.64,0.09,0.65
21.487,-0.06,-0.43,-0.04,0.43
21.497,-0.05,-0.41,0.28,0.50
21.507,-0.02,-0.38,0.39,0.54
21.517,-0.06,-0.68,0.16,0.70
21.527,-0.05,-0.54,0.12,0.55
21.537,-0.03,-0.39,0.17,0.42
21.547,-0.07,-0.43,0.16,0.46
21.557,-0.00,-0.45,0.31,0.55
21.567,-0.06,-0.70,0.18,0.73
21.577,-0.04,-0.53,0.17,0.56
21.587,-0.07,-0.37,0.08,0.39
21.596,-0.07,-0.39,0.20,0.44
21.607,-0.04,-0.47,0.36,0.60
21.616,-0.02,-0.68,0.22,0.71
21.626,-0.04,-0.52,0.05,0.53
21.637,-0.04,-0.34,0.22,0.40
21.646,-0.08,-0.34,0.22,0.42
21.656,-0.05,-0.54,0.23,0.59
21.667,-0.06,-0.72,0.31,0.79
21.677,0.01,-0.48,0.19,0.51
21.686,-0.04,-0.39,0.11,0.41
21.697,-0.06,-0.32,0.24,0.41
21.706,-0.05,-0.47,0.32,0.57
21.716,-0.07,-0.77,0.21,0.80
21.726,-0.04,-0.48,0.15,0.50
21.736,-0.06,-0.44,0.25,0.51
21.746,-0.05,-0.25,0.32,0.41
21.756,-0.07,-0.49,0.28,0.57
21.766,-0.10,-0.74,0.16,0.76
21.776,-0.06,-0.45,0.13,0.47
21.786,-0.02,-0.41,0.27,0.49
21.796,-0.05,-0.31,0.41,0.52
21.806,-0.07,-0.56,0.28,0.63
21.816,-0.08,-0.73,0.22,0.77
21.826,-0.06,-0.48,0.05,0.48
21.836,-0.05,-0.41,0.23,0.47
21.846,-0.01,-0.21,0.43,0.48
21.856,-0.09,-0.55,0.28,0.63
21.866,-0.10,-0.68,0.18,0.71
21.876,-0.09,-0.44,0.08,0.46
21.886,-0.05,-0.41,0.33,0.53
21.896,-0.03,-0.35,0.47,0.59
21.906,-0.06,-0.58,0.32,0.66
21.916,-0.07,-0.67,0.16,0.69
21.926,-0.08,-0.44,0.09,0.46
21.936,-0.09,-0.37,0.27,0.47
21.946,-0.05,-0.36,0.43,0.57
21.956,-0.10,-0.60,0.23,0.65
21.966,-0.06,-0.51,0.21,0.55
21.976,-0.10,-0.48,0.09,0.50
21.986,-0.08,-0.45,0.30,0.55
21.996,-0.04,-0.40,0.46,0.61
22.006,-0.09,-0.63,0.28,0.69
22.016,-0.07,-0.47,0.20,0.52
22.026,-0.08,-0.41,0.09,0.43
22.036,-0.11,-0.41,0.32,0.54
22.046,-0.01,-0.39,0.40,0.57
22.056,-0.08,-0.67,0.17,0.69
22.066,-0.09,-0.50,0.17,0.53
22.076,-0.10,-0.33,0.23,0.41
22.086,-0.10,-0.43,0.32,0.54
22.096,-0.03,-0.51,0.42,0.66
22.106,-0.09,-0.73,0.28,0.78
22.116,-0.07,-0.45,0.23,0.51
22.126,-0.09,-0.31,0.16,0.36
22.136,-0.11,-0.36,0.34,0.50
22.146,-0.05,-0.52,0.44,0.69
22.156,-0.13,-0.78,0.25,0.83
22.166,-0.07,-0.50,0.25,0.56
22.176,-0.11,-0.33,0.28,0.44
22.186,-0.10,-0.35,0.39,0.54
22.196,-0.09,-0.52,0.36,0.64
22.206,-0.12,-0.75,0.25,0.80
22.216,-0.05,-0.46,0.20,0.51
22.226,-0.07,-0.35,0.38,0.52
22.236,-0.08,-0.29,0.43,0.53
22.246,-0.10,-0.61,0.36,0.71
22.255,-0.16,-0.74,0.17,0.78
22.265,-0.05,-0.46,0.23,0.51
22.275,-0.10,-0.32,0.38,0.50
22.285,-0.05,-0.32,0.46,0.56
22.295,-0.14,-0.55,0.33,0.66
22.305,-0.09,-0.75,0.33,0.82
22.315,-0.09,-0.45,0.19,0.50
22.325,-0.08,-0.40,0.42,0.58
22.335,-0.09,-0.25,0.58,0.64
22.345,-0.11,-0.59,0.37,0.71
22.355,-0.12,-0.63,0.22,0.68
22.365,-0.10,-0.46,0.19,0.51
22.375,-0.11,-0.37,0.40,0.56
22.386,-0.06,-0.31,0.59,0.67
22.395,-0.11,-0.60,0.33,0.69
22.405,-0.16,-0.64,0.28,0.71
22.415,-0.12,-0.43,0.29,0.54
22.425,-0.09,-0.41,0.41,0.59
22.435,-0.06,-0.36,0.56,0.67
22.445,-0.10,-0.62,0.43,0.76
22.455,-0.12,-0.70,0.19,0.73
22.465,-0.09,-0.37,0.24,0.45
22.475,-0.14,-0.45,0.39,0.61
22.485,-0.05,-0.44,0.57,0.73
22.495,-0.16,-0.61,0.35,0.72
22.505,-0.12,-0.62,0.35,0.72
22.515,-0.11,-0.32,0.27,0.43
22.525,-0.14,-0.46,0.39,0.62
22.535,-0.06,-0.42,0.57,0.71
22.545,-0.13,-0.78,0.38,0.87
22.555,-0.08,-0.51,0.27,0.58
22.565,-0.11,-0.36,0.44,0.58
22.575,-0.16,-0.40,0.44,0.62
22.585,-0.11,-0.52,0.54,0.75
22.595,-0.12,-0.70,0.52,0.88
22.605,-0.10,-0.56,0.31,0.65
22.615,-0.14,-0.44,0.36,0.58
22.625,-0.11,-0.38,0.50,0.64
22.635,-0.10,-0.61,0.55,0.83
22.645,-0.15,-0.77,0.28,0.83
22.655,-0.07,-0.51,0.44,0.68
22.665,-0.15,-0.34,0.37,0.52
22.675,-0.13,-0.42,0.55,0.70
22.685,-0.15,-0.52,0.44,0.70
22.695,-0.17,-0.81,0.42,0.93
22.705,-0.11,-0.54,0.35,0.65
22.715,-0.11,-0.39,0.60,0.72
22.725,-0.10,-0.38,0.54,0.67
22.735,-0.15,-0.61,0.42,0.76
22.745,-0.15,-0.75,0.46,0.89
22.755,-0.10,-0.57,0.31,0.65
22.765,-0.15,-0.40,0.40,0.58
22.775,-0.12,-0.36,0.65,0.75
22.785,-0.13,-0.66,0.43,0.80
22.795,-0.19,-0.77,0.49,0.93
22.805,-0.15,-0.54,0.33,0.65
22.815,-0.12,-0.49,0.56,0.75
22.825,-0.11,-0.31,0.70,0.78
22.835,-0.16,-0.66,0.39,0.78
22.845,-0.15,-0.77,0.44,0.90
22.855,-0.15,-0.51,0.34,0.63
22.864,-0.15,-0.49,0.44,0.67
22.874,-0.09,-0.38,0.69,0.80
22.885,-0.18,-0.64,0.60,0.90
22.895,-0.20,-0.73,0.39,0.86
22.905,-0.15,-0.49,0.35,0.63
22.915,-0.17,-0.44,0.53,0.71
22.924,-0.10,-0.49,0.64,0.82
22.934,-0.14,-0.65,0.60,0.89
22.944,-0.18,-0.70,0.42,0.84
22.954,-0.16,-0.52,0.33,0.64
22.964,-0.19,-0.46,0.50,0.70
22.975,-0.11,-0.42,0.66,0.78
22.984,-0.17,-0.69,0.61,0.94
22.994,-0.19,-0.69,0.43,0.83
23.004,-0.16,-0.48,0.35,0.61
23.014,-0.20,-0.50,0.50,0.73
23.024,-0.09,-0.50,0.65,0.83
23.034,-0.16,-0.73,0.53,0.92
23.044,-0.15,-0.67,0.45,0.82
23.054,-0.19,-0.43,0.35,0.59
23.064,-0.21,-0.53,0.41,0.70
23.074,-0.13,-0.48,0.78,0.92
23.084,-0.18,-0.76,0.55,0.96
23.094,-0.16,-0.67,0.46,0.83
23.104,-0.16,-0.42,0.49,0.67
23.114,-0.20,-0.52,0.62,0.83
23.124,-0.15,-0.49,0.57,0.77
23.134,-0.17,-0.80,0.49,0.96
23.144,-0.14,-0.57,0.46,0.74
23.154,-0.18,-0.46,0.47,0.68
23.164,-0.18,-0.41,0.56,0.71
23.174,-0.18,-0.63,0.62,0.90
23.184,-0.21,-0.83,0.49,0.98
23.194,-0.17,-0.57,0.46,0.75
23.204,-0.18,-0.47,0.61,0.79
23.214,-0.18,-0.43,0.66,0.81
23.224,-0.16,-0.67,0.54,0.87
23.234,-0.22,-0.81,0.40,0.93
23.244,-0.15,-0.56,0.46,0.74
23.254,-0.19,-0.43,0.46,0.66
23.264,-0.17,-0.46,0.70,0.85
23.274,-0.17,-0.66,0.64,0.93
23.284,-0.23,-0.84,0.50,1.00
23.294,-0.18,-0.58,0.38,0.71
23.304,-0.18,-0.45,0.57,0.75
23.314,-0.15,-0.40,0.72,0.84
23.324,-0.18,-0.67,0.57,0.90
23.334,-0.20,-0.81,0.50,0.98
23.344,-0.18,-0.59,0.39,0.73
23.354,-0.19,-0.47,0.55,0.75
23.364,-0.15,-0.39,0.71,0.82
23.374,-0.20,-0.70,0.61,0.95
23.384,-0.22,-0.77,0.47,0.93
23.394,-0.17,-0.59,0.42,0.75
23.404,-0.20,-0.42,0.65,0.80
23.414,-0.15,-0.43,0.79,0.91
23.424,-0.22,-0.71,0.58,0.94
23.434,-0.21,-0.72,0.55,0.93
23.444,-0.19,-0.54,0.52,0.77
23.454,-0.23,-0.54,0.52,0.79
23.464,-0.13,-0.41,0.85,0.95
23.474,-0.18,-0.74,0.62,0.99
23.484,-0.21,-0.73,0.44,0.88
23.493,-0.20,-0.46,0.42,0.65
23.504,-0.23,-0.51,0.63,0.84
23.513,-0.17,-0.43,0.77,0.90
23.524,-0.19,-0.81,0.73,1.10
23.534,-0.19,-0.64,0.55,0.86
23.544,-0.20,-0.48,0.57,0.77
23.554,-0.22,-0.45,0.65,0.82
23.563,-0.20,-0.53,0.72,0.92
23.574,-0.17,-0.78,0.72,1.08
23.583,-0.19,-0.67,0.61,0.93
23.593,-0.16,-0.50,0.57,0.78
23.604,-0.23,-0.40,0.69,0.83
23.613,-0.21,-0.65,0.67,0.96
23.623,-0.21,-0.76,0.62,1.00
23.633,-0.20,-0.61,0.54,0.84
23.643,-0.17,-0.47,0.60,0.78
23.653,-0.22,-0.52,0.73,0.93
23.663,-0.17,-0.64,0.66,0.93
23.673,-0.23,-0.89,0.60,1.09
23.683,-0.18,-0.53,0.67,0.87
23.693,-0.23,-0.51,0.63,0.84
23.703,-0.20,-0.45,0.75,0.89
23.713,-0.22,-0.63,0.67,0.95
23.723,-0.23,-0.85,0.61,1.07
23.733,-0.20,-0.54,0.55,0.80
23.743,-0.22,-0.49,0.53,0.76
23.753,-0.18,-0.48,0.85,1.00
23.763,-0.22,-0.67,0.77,1.04
23.773,-0.28,-0.87,0.61,1.10
23.783,-0.20,-0.62,0.60,0.88
23.793,-0.21,-0.44,0.70,0.85
23.803,-0.24,-0.41,0.81,0.94
23.813,-0.23,-0.61,0.66,0.93
23.823,-0.25,-0.84,0.60,1.06
23.833,-0.19,-0.55,0.50,0.77
23.843,-0.23,-0.50,0.68,0.88
23.853,-0.21,-0.39,0.89,0.99
23.863,-0.26,-0.72,0.77,1.08
23.873,-0.26,-0.83,0.66,1.09
23.883,-0.22,-0.52,0.62,0.84
23.893,-0.24,-0.54,0.67,0.90
23.903,-0.18,-0.44,0.91,1.03
23.913,-0.22,-0.68,0.74,1.03
23.923,-0.26,-0.81,0.55,1.02
23.933,-0.21,-0.49,0.48,0.72
23.943,-0.27,-0.49,0.67,0.87
23.953,-0.18,-0.48,0.94,1.07
23.963,-0.24,-0.77,0.83,1.16
23.973,-0.23,-0.81,0.67,1.07
23.983,-0.23,-0.53,0.57,0.81
23.993,-0.26,-0.51,0.72,0.92
24.003,-0.21,-0.37,0.93,1.02
24.013,-0.24,-0.76,0.75,1.10
24.023,-0.23,-0.70,0.64,0.98
24.033,-0.22,-0.48,0.53,0.75
24.043,-0.27,-0.43,0.67,0.84
24.053,-0.21,-0.50,0.81,0.98
24.063,-0.25,-0.84,0.84,1.22
24.073,-0.22,-0.68,0.71,1.01
24.083,-0.20,-0.58,0.70,0.93
24.093,-0.29,-0.38,0.68,0.83
24.103,-0.20,-0.60,0.81,1.03
24.113,-0.25,-0.71,0.64,0.99
24.123,-0.22,-0.63,0.56,0.87
24.133,-0.25,-0.51,0.65,0.86
24.143,-0.24,-0.45,0.83,0.97
24.153,-0.24,-0.60,0.78,1.02
24.163,-0.29,-0.87,0.77,1.20
24.173,-0.22,-0.58,0.67,0.91
24.182,-0.26,-0.49,0.65,0.85
24.192,-0.25,-0.38,0.85,0.96
24.202,-0.25,-0.61,0.85,1.08
24.212,-0.28,-0.90,0.64,1.14
24.223,-0.20,-0.52,0.71,0.90
24.232,-0.26,-0.47,0.76,0.94
24.243,-0.26,-0.46,0.83,0.99
24.252,-0.25,-0.64,0.82,1.07
24.262,-0.29,-0.85,0.59,1.07
24.272,-0.25,-0.51,0.64,0.85
24.282,-0.26,-0.45,0.76,0.92
24.292,-0.22,-0.46,0.93,1.06
24.303,-0.23,-0.62,0.87,1.09
24.312,-0.31,-0.86,0.72,1.16
24.322,-0.25,-0.49,0.61,0.82
24.332,-0.24,-0.44,0.80,0.94
24.342,-0.22,-0.41,0.92,1.03
24.352,-0.27,-0.69,0.82,1.10
24.362,-0.31,-0.80,0.63,1.07
24.372,-0.27,-0.54,0.59,0.85
24.382,-0.25,-0.48,0.68,0.87
24.392,-0.21,-0.45,0.89,1.02
24.402,-0.28,-0.74,0.74,1.09
24.412,-0.28,-0.74,0.71,1.07
24.422,-0.27,-0.49,0.66,0.86
24.432,-0.31,-0.51,0.62,0.86
24.442,-0.27,-0.46,0.96,1.10
24.452,-0.25,-0.69,0.81,1.09
24.462,-0.30,-0.77,0.63,1.04
24.472,-0.25,-0.50,0.76,0.95
24.482,-0.29,-0.49,0.78,0.96
24.492,-0.26,-0.50,0.86,1.03
24.502,-0.26,-0.71,0.94,1.20
24.512,-0.31,-0.68,0.53,0.92
24.522,-0.30,-0.48,0.63,0.85
24.532,-0.28,-0.42,0.94,1.06
24.542,-0.27,-0.58,0.83,1.04
24.552,-0.30,-0.73,0.80,1.13
24.562,-0.25,-0.67,0.86,1.11
24.572,-0.31,-0.45,0.56,0.78
24.582,-0.30,-0.44,0.87,1.02
24.592,-0.27,-0.50,0.90,1.06
24.602,-0.28,-0.80,0.78,1.15
24.612,-0.26,-0.53,0.73,0.94
24.622,-0.30,-0.44,0.79,0.95
24.632,-0.29,-0.47,0.94,1.09
24.642,-0.28,-0.54,0.90,1.08
24.652,-0.29,-0.88,0.81,1.23
24.662,-0.26,-0.55,0.83,1.03
24.672,-0.27,-0.45,0.77,0.93
24.682,-0.30,-0.41,0.80,0.95
24.692,-0.28,-0.58,0.89,1.11
24.702,-0.31,-0.77,0.82,1.17
24.712,-0.29,-0.58,0.67,0.93
24.722,-0.29,-0.42,0.83,0.97
24.732,-0.32,-0.44,1.06,1.19
24.742,-0.28,-0.66,0.79,1.07
24.752,-0.31,-0.81,0.79,1.17
24.762,-0.27,-0.52,0.80,0.99
24.772,-0.27,-0.42,0.73,0.88
24.782,-0.29,-0.41,1.07,1.19
24.792,-0.28,-0.61,0.90,1.12
24.802,-0.35,-0.89,0.68,1.17
24.812,-0.29,-0.46,0.70,0.89
24.822,-0.28,-0.46,0.89,1.04
24.832,-0.29,-0.38,0.98,1.09
24.842,-0.31,-0.66,0.90,1.15
24.851,-0.31,-0.81,0.81,1.18
24.861,-0.30,-0.50,0.66,0.88
24.871,-0.30,-0.47,0.86,1.03
24.881,-0.27,-0.35,1.01,1.10
24.891,-0.31,-0.67,0.90,1.17
24.902,-0.32,-0.73,0.78,1.11
24.911,-0.31,-0.49,0.69,0.90
24.922,-0.31,-0.44,0.83,0.99
24.931,-0.26,-0.41,1.08,1.18
24.941,-0.30,-0.75,0.96,1.25
24.952,-0.31,-0.67,0.80,1.08
24.962,-0.31,-0.52,0.69,0.92
24.972,-0.31,-0.41,0.88,1.02
24.981,-0.29,-0.41,0.98,1.10
24.991,-0.29,-0.69,0.97,1.23
25.001,-0.32,-0.61,0.74,1.01
25.011,-0.31,-0.48,0.77,0.96
25.021,-0.32,-0.42,0.92,1.06
25.031,-0.30,-0.51,1.06,1.22
25.041,-0.35,-0.73,0.93,1.23
25.051,-0.27,-0.60,0.84,1.07
25.061,-0.33,-0.45,0.75,0.94
25.071,-0.31,-0.42,0.97,1.10
25.081,-0.30,-0.46,1.00,1.14
25.091,-0.33,-0.81,0.94,1.29
25.101,-0.30,-0.50,0.89,1.07
25.111,-0.35,-0.49,0.85,1.05
25.121,-0.32,-0.45,0.98,1.12
25.131,-0.27,-0.50,1.05,1.19
25.141,-0.37,-0.80,0.81,1.20
25.151,-0.27,-0.50,0.78,0.97
25.161,-0.30,-0.41,0.82,0.96
25.171,-0.34,-0.41,1.01,1.14
25.181,-0.28,-0.52,1.08,1.23
25.191,-0.39,-0.85,0.76,1.21
25.201,-0.29,-0.48,0.82,1.00
25.211,-0.32,-0.34,0.94,1.05
25.221,-0.35,-0.42,0.99,1.13
25.231,-0.32,-0.57,1.06,1.25
25.241,-0.33,-0.79,0.98,1.30
25.251,-0.31,-0.53,0.80,1.00
25.261,-0.30,-0.34,0.93,1.04
25.271,-0.33,-0.35,1.03,1.13
25.281,-0.32,-0.64,1.02,1.25
25.291,-0.34,-0.77,0.86,1.20
25.301,-0.33,-0.54,0.84,1.05
25.311,-0.33,-0.39,1.07,1.19
25.321,-0.34,-0.38,1.10,1.21
25.331,-0.33,-0.62,1.04,1.25
25.341,-0.39,-0.76,0.88,1.23
25.351,-0.32,-0.48,0.77,0.96
25.361,-0.30,-0.37,1.02,1.13
25.371,-0.31,-0.45,1.08,1.21
25.381,-0.31,-0.63,0.90,1.14
25.391,-0.38,-0.75,0.96,1.28
25.401,-0.34,-0.50,0.79,1.00
25.411,-0.35,-0.45,0.96,1.12
25.421,-0.30,-0.30,1.16,1.24
25.431,-0.33,-0.71,1.01,1.27
25.441,-0.35,-0.66,0.92,1.18
25.451,-0.34,-0.42,0.80,0.96
25.461,-0.34,-0.44,0.96,1.11
25.471,-0.30,-0.38,1.19,1.28
25.481,-0.33,-0.69,1.14,1.37
25.491,-0.34,-0.74,0.93,1.24
25.501,-0.36,-0.43,0.90,1.06
25.510,-0.33,-0.35,1.00,1.11
25.521,-0.34,-0.38,1.01,1.13
25.531,-0.35,-0.66,1.07,1.30
25.541,-0.36,-0.57,0.89,1.12
25.550,-0.34,-0.53,0.80,1.02
25.561,-0.34,-0.31,1.15,1.24
25.570,-0.35,-0.51,1.10,1.26
25.581,-0.34,-0.75,0.94,1.25
25.590,-0.35,-0.53,0.91,1.11
25.600,-0.33,-0.41,0.90,1.04
25.610,-0.38,-0.41,1.02,1.16
25.620,-0.31,-0.51,1.28,1.41
25.630,-0.40,-0.72,1.08,1.36
25.640,-0.33,-0.62,0.90,1.14
25.650,-0.37,-0.30,1.02,1.13
25.660,-0.35,-0.40,1.16,1.28
25.670,-0.35,-0.53,1.04,1.22
25.680,-0.34,-0.76,1.02,1.31
25.690,-0.33,-0.59,0.80,1.05
25.700,-0.37,-0.39,1.00,1.13
25.710,-0.37,-0.37,1.19,1.30
25.720,-0.35,-0.60,1.08,1.29
25.730,-0.40,-0.82,1.01,1.36
25.740,-0.32,-0.50,0.97,1.14
25.750,-0.38,-0.39,0.94,1.09
25.760,-0.33,-0.36,1.21,1.31
25.770,-0.36,-0.57,1.17,1.35
25.780,-0.40,-0.83,0.96,1.33
25.790,-0.36,-0.44,0.89,1.06
25.800,-0.40,-0.40,1.03,1.17
25.810,-0.33,-0.40,1.21,1.32
25.820,-0.34,-0.64,1.20,1.40
25.830,-0.44,-0.79,0.96,1.31
25.840,-0.34,-0.46,0.97,1.13
25.850,-0.37,-0.42,1.09,1.22
25.860,-0.32,-0.31,1.16,1.24
25.870,-0.39,-0.69,1.08,1.34
25.880,-0.37,-0.73,0.91,1.22
25.890,-0.38,-0.49,0.84,1.04
25.900,-0.37,-0.44,1.01,1.16
25.910,-0.36,-0.37,1.20,1.31
25.920,-0.37,-0.70,1.06,1.32
25.930,-0.44,-0.73,0.82,1.18
25.940,-0.33,-0.48,0.98,1.14
25.950,-0.41,-0.40,1.07,1.21
25.960,-0.37,-0.46,1.20,1.34
25.970,-0.36,-0.71,1.16,1.41
25.980,-0.41,-0.73,0.99,1.30
25.990,-0.40,-0.38,0.96,1.11
26.000,-0.39,-0.46,1.09,1.25
26.010,-0.35,-0.42,1.20,1.31
26.020,-0.40,-0.73,1.14,1.41
26.030,-0.40,-0.62,0.95,1.20
26.040,-0.40,-0.44,1.06,1.21
26.050,-0.38,-0.42,1.13,1.26
26.061,-0.38,-0.54,1.23,1.40
26.070,-0.39,-0.74,1.10,1.38
26.080,-0.38,-0.59,0.92,1.16
26.090,-0.41,-0.42,0.96,1.13
26.100,-0.39,-0.40,1.23,1.35
26.110,-0.37,-0.56,1.19,1.37
26.120,-0.44,-0.81,1.01,1.37
26.129,-0.39,-0.58,1.04,1.25
26.140,-0.42,-0.42,0.98,1.15
26.149,-0.39,-0.40,1.10,1.23
26.160,-0.42,-0.58,1.14,1.35
26.169,-0.38,-0.81,1.12,1.43
26.180,-0.39,-0.54,0.99,1.19
26.189,-0.39,-0.42,1.04,1.18
26.199,-0.44,-0.43,1.24,1.39
26.210,-0.40,-0.60,1.35,1.53
26.219,-0.46,-0.83,0.99,1.37
26.229,-0.37,-0.61,1.02,1.25
