time,ax,ay,az,atotal
44.073,-2.59,-5.07,3.72,6.80
44.083,-2.56,-5.10,3.92,6.92
44.093,-2.51,-4.84,4.09,6.81
44.103,-2.59,-5.30,3.93,7.09
44.112,-2.56,-5.31,3.95,7.10
44.122,-2.60,-5.08,3.78,6.84
44.132,-2.52,-5.10,3.91,6.90
44.143,-2.49,-4.95,4.16,6.93
44.152,-2.51,-5.24,3.95,7.02
44.162,-2.57,-5.27,3.85,7.02
44.173,-2.58,-5.08,3.88,6.89
44.182,-2.57,-5.06,3.86,6.86
44.193,-2.53,-5.03,4.08,6.96
44.202,-2.55,-5.24,3.99,7.06
44.212,-2.57,-5.23,3.89,7.01
44.222,-2.58,-5.12,3.74,6.85
44.232,-2.53,-5.15,4.12,7.06
44.242,-2.55,-5.00,4.09,6.95
44.252,-2.53,-5.35,4.06,7.18
44.262,-2.55,-5.13,3.91,6.94
44.272,-2.60,-5.09,3.71,6.81
44.282,-2.55,-5.09,3.95,6.93
44.292,-2.51,-5.12,4.08,7.01
44.302,-2.52,-5.38,4.02,7.17
44.312,-2.54,-5.15,3.85,6.91
44.322,-2.59,-5.11,3.76,6.85
44.332,-2.57,-5.05,3.93,6.90
44.342,-2.57,-5.16,4.09,7.07
44.352,-2.55,-5.38,4.07,7.21
44.362,-2.50,-5.14,3.88,6.91
44.372,-2.51,-5.08,3.85,6.85
44.382,-2.53,-4.97,4.03,6.88
44.392,-2.59,-5.29,4.03,7.13
44.402,-2.57,-5.44,4.12,7.29
44.412,-2.54,-5.16,3.85,6.92
44.422,-2.53,-5.08,3.96,6.92
44.432,-2.56,-4.95,4.17,6.96
44.442,-2.56,-5.28,4.08,7.15
44.452,-2.57,-5.48,3.93,7.21
44.462,-2.50,-5.15,3.99,6.98
44.472,-2.52,-5.07,3.86,6.85
44.482,-2.55,-5.02,4.21,7.04
44.492,-2.57,-5.27,3.99,7.10
44.502,-2.57,-5.58,3.91,7.28
44.512,-2.54,-5.17,4.01,7.02
44.522,-2.54,-5.10,3.97,6.94
44.532,-2.56,-5.09,4.03,6.98
44.542,-2.57,-5.30,4.09,7.17
44.552,-2.61,-5.53,3.91,7.26
44.562,-2.56,-5.19,3.83,6.94
44.572,-2.52,-5.09,4.06,6.98
44.582,-2.52,-5.06,4.07,6.96
44.592,-2.56,-5.32,4.07,7.17
44.602,-2.60,-5.50,4.02,7.29
44.612,-2.59,-5.24,3.82,6.98
44.622,-2.52,-5.18,4.16,7.11
44.632,-2.50,-5.03,4.21,7.02
44.642,-2.52,-5.41,4.05,7.21
44.652,-2.62,-5.35,3.87,7.10
44.662,-2.56,-5.29,3.80,6.99
44.672,-2.59,-5.03,4.11,6.99
44.681,-2.47,-5.13,4.27,7.12
44.692,-2.56,-5.44,4.16,7.32
44.701,-2.57,-5.36,3.99,7.16
44.712,-2.58,-5.21,3.83,6.96
44.722,-2.56,-5.10,4.09,7.02
44.732,-2.45,-5.17,4.11,7.04
44.741,-2.51,-5.47,4.17,7.32
44.752,-2.53,-5.29,4.07,7.14
44.761,-2.60,-5.20,3.77,6.93
44.772,-2.62,-5.13,4.03,7.03
44.781,-2.50,-5.12,4.26,7.11
44.791,-2.55,-5.63,4.09,7.41
44.802,-2.51,-5.27,3.99,7.07
44.812,-2.53,-5.21,3.93,7.00
44.821,-2.57,-5.17,4.15,7.11
44.831,-2.49,-5.22,4.29,7.21
44.842,-2.55,-5.60,4.13,7.41
44.852,-2.52,-5.30,4.05,7.13
44.861,-2.52,-5.12,3.94,6.94
44.871,-2.58,-5.17,4.02,7.04
44.881,-2.53,-5.30,4.27,7.26
44.891,-2.52,-5.56,4.08,7.34
44.901,-2.50,-5.34,4.12,7.19
44.911,-2.51,-5.05,4.05,6.94
44.921,-2.56,-5.22,4.09,7.11
44.931,-2.55,-5.34,4.12,7.21
44.941,-2.54,-5.63,4.16,7.45
44.951,-2.51,-5.29,3.95,7.06
44.961,-2.50,-5.11,4.08,7.00
44.971,-2.55,-5.22,4.16,7.14
44.981,-2.55,-5.40,4.17,7.28
44.991,-2.57,-5.66,4.19,7.49
45.001,-2.50,-5.35,3.94,7.10
45.011,-2.47,-5.15,4.04,6.99
45.021,-2.55,-5.17,4.23,7.15
45.031,-2.56,-5.39,4.17,7.28
45.041,-2.59,-5.66,4.10,7.45
45.051,-2.47,-5.35,4.08,7.16
45.061,-2.51,-5.26,4.07,7.11
45.071,-2.46,-5.14,4.26,7.12
45.081,-2.55,-5.45,4.16,7.31
45.091,-2.55,-5.58,4.03,7.34
45.101,-2.53,-5.29,3.91,7.05
45.111,-2.49,-5.30,4.18,7.19
45.121,-2.48,-5.03,4.28,7.06
45.131,-2.55,-5.51,4.08,7.32
45.141,-2.54,-5.52,3.98,7.26
45.151,-2.52,-5.34,3.97,7.12
45.161,-2.48,-5.19,4.04,7.04
45.171,-2.47,-5.14,4.24,7.11
45.181,-2.50,-5.43,4.12,7.26
45.191,-2.60,-5.51,3.97,7.27
45.201,-2.56,-5.39,3.87,7.11
45.211,-2.54,-5.26,4.09,7.13
45.221,-2.43,-5.26,4.19,7.15
45.231,-2.46,-5.50,4.15,7.32
45.241,-2.52,-5.44,3.97,7.19
45.251,-2.53,-5.28,3.76,6.96
45.261,-2.53,-5.29,4.12,7.16
45.271,-2.43,-5.19,4.28,7.16
45.281,-2.52,-5.59,4.06,7.35
45.291,-2.53,-5.50,4.00,7.26
45.301,-2.51,-5.31,3.91,7.06
45.311,-2.56,-5.37,3.94,7.14
45.321,-2.47,-5.33,4.30,7.28
45.331,-2.51,-5.60,4.19,7.42
45.341,-2.50,-5.44,3.90,7.15
45.351,-2.50,-5.25,4.05,7.09
45.361,-2.54,-5.25,4.05,7.11
45.370,-2.52,-5.44,4.23,7.34
45.381,-2.50,-5.63,4.31,7.52
45.391,-2.45,-5.45,3.97,7.17
45.401,-2.52,-5.40,4.00,7.18
45.410,-2.56,-5.26,4.15,7.17
45.420,-2.49,-5.46,4.13,7.28
45.430,-2.50,-5.71,4.18,7.51
45.441,-2.44,-5.37,4.02,7.14
45.450,-2.50,-5.41,4.01,7.18
45.461,-2.53,-5.27,4.14,7.16
45.471,-2.49,-5.59,4.26,7.46
45.480,-2.52,-5.79,4.10,7.53
45.491,-2.47,-5.49,4.15,7.31
45.500,-2.50,-5.28,3.98,7.07
45.510,-2.53,-5.31,4.11,7.17
45.520,-2.49,-5.49,4.18,7.34
45.530,-2.53,-5.81,4.18,7.59
45.540,-2.44,-5.45,4.07,7.23
45.550,-2.47,-5.42,4.18,7.27
45.560,-2.44,-5.36,4.28,7.28
45.570,-2.51,-5.61,4.15,7.42
45.580,-2.54,-5.76,4.11,7.52
45.590,-2.45,-5.39,4.06,7.18
45.600,-2.45,-5.40,4.07,7.19
45.610,-2.48,-5.29,4.20,7.20
45.620,-2.53,-5.66,4.26,7.52
45.630,-2.54,-5.79,4.00,7.48
45.640,-2.48,-5.57,3.95,7.27
45.650,-2.44,-5.40,4.26,7.30
45.660,-2.47,-5.36,4.32,7.31
45.670,-2.51,-5.64,4.06,7.39
45.680,-2.51,-5.79,4.16,7.56
45.691,-2.49,-5.46,3.99,7.21
45.700,-2.43,-5.52,4.14,7.31
45.710,-2.44,-5.41,4.38,7.37
45.720,-2.46,-5.76,4.22,7.55
45.730,-2.53,-5.74,4.02,7.45
45.740,-2.50,-5.56,3.90,7.24
45.750,-2.50,-5.50,4.11,7.31
45.760,-2.40,-5.34,4.27,7.25
45.770,-2.48,-5.79,4.14,7.54
45.780,-2.53,-5.78,4.07,7.51
45.790,-2.49,-5.56,4.05,7.32
45.800,-2.50,-5.56,4.18,7.39
45.810,-2.41,-5.50,4.30,7.39
45.820,-2.47,-5.73,4.24,7.55
45.830,-2.48,-5.69,3.90,7.33
45.840,-2.50,-5.55,3.91,7.23
45.850,-2.50,-5.51,4.17,7.35
45.860,-2.43,-5.61,4.30,7.47
45.870,-2.46,-5.85,4.25,7.63
45.880,-2.49,-5.70,4.13,7.46
45.890,-2.50,-5.56,4.02,7.30
45.900,-2.51,-5.53,4.13,7.35
45.910,-2.41,-5.62,4.27,7.46
45.920,-2.45,-5.85,4.24,7.63
45.930,-2.41,-5.63,4.16,7.40
45.940,-2.49,-5.62,3.98,7.32
45.950,-2.49,-5.55,4.20,7.39
45.960,-2.48,-5.67,4.31,7.54
45.970,-2.46,-5.93,4.39,7.78
45.980,-2.42,-5.65,4.22,7.46
45.990,-2.46,-5.69,4.16,7.47
46.000,-2.46,-5.54,4.24,7.40
46.010,-2.46,-5.72,4.37,7.61
46.020,-2.48,-5.95,4.18,7.69
46.030,-2.40,-5.70,4.27,7.51
46.040,-2.44,-5.60,4.12,7.37
46.050,-2.47,-5.64,4.29,7.51
46.060,-2.48,-5.74,4.41,7.65
46.070,-2.47,-6.06,4.22,7.79
46.080,-2.42,-5.69,4.18,7.46
46.090,-2.41,-5.64,4.36,7.52
46.099,-2.44,-5.59,4.40,7.52
46.110,-2.45,-5.81,4.35,7.66
46.119,-2.48,-6.08,4.29,7.84
46.130,-2.41,-5.69,4.21,7.48
46.139,-2.38,-5.63,4.24,7.44
46.149,-2.42,-5.62,4.32,7.49
46.159,-2.42,-5.85,4.35,7.68
46.170,-2.49,-5.99,4.20,7.73
46.179,-2.43,-5.81,4.25,7.60
46.189,-2.38,-5.68,4.48,7.61
46.199,-2.41,-5.70,4.48,7.64
46.209,-2.44,-5.90,4.30,7.69
46.219,-2.48,-5.97,4.23,7.72
46.229,-2.43,-5.78,4.18,7.54
46.240,-2.37,-5.75,4.41,7.62
46.249,-2.39,-5.70,4.52,7.66
46.259,-2.42,-5.99,4.34,7.78
46.269,-2.49,-5.99,4.24,7.75
46.279,-2.44,-5.78,4.19,7.54
46.289,-2.42,-5.78,4.40,7.66
46.299,-2.33,-5.75,4.54,7.69
46.309,-2.40,-5.95,4.34,7.75
46.319,-2.43,-5.98,4.37,7.80
46.329,-2.47,-5.76,4.08,7.48
46.339,-2.43,-5.80,4.32,7.63
46.349,-2.37,-5.77,4.60,7.75
46.359,-2.39,-6.04,4.36,7.83
46.369,-2.45,-5.98,4.12,7.66
46.379,-2.41,-5.77,4.25,7.56
46.389,-2.43,-5.79,4.32,7.62
46.399,-2.37,-5.77,4.55,7.72
46.409,-2.38,-6.08,4.54,7.95
46.419,-2.42,-5.96,4.20,7.69
46.429,-2.42,-5.78,4.25,7.57
46.439,-2.47,-5.82,4.33,7.67
46.449,-2.36,-5.86,4.45,7.72
46.459,-2.39,-6.18,4.54,8.03
46.469,-2.36,-5.93,4.26,7.67
46.479,-2.42,-5.85,4.17,7.58
46.489,-2.42,-5.74,4.45,7.66
46.499,-2.43,-5.94,4.39,7.78
46.509,-2.42,-6.24,4.51,8.07
46.519,-2.36,-5.93,4.35,7.72
46.529,-2.37,-5.91,4.32,7.70
46.539,-2.41,-5.80,4.44,7.69
46.549,-2.40,-5.99,4.60,7.93
46.559,-2.40,-6.19,4.49,8.02
46.569,-2.36,-6.00,4.47,7.85
46.579,-2.38,-5.76,4.36,7.60
46.589,-2.40,-5.86,4.56,7.80
46.599,-2.41,-6.02,4.50,7.90
46.609,-2.42,-6.33,4.48,8.13
46.619,-2.32,-5.97,4.45,7.79
46.629,-2.35,-5.87,4.50,7.76
46.639,-2.38,-5.83,4.55,7.77
46.649,-2.38,-6.05,4.58,7.95
46.659,-2.43,-6.29,4.55,8.13
46.669,-2.34,-6.02,4.40,7.82
46.679,-2.37,-5.92,4.53,7.82
46.689,-2.35,-5.74,4.70,7.79
46.699,-2.39,-6.12,4.60,8.02
46.709,-2.48,-6.26,4.39,8.04
46.719,-2.36,-5.95,4.49,7.82
46.729,-2.34,-5.94,4.64,7.89
46.739,-2.30,-5.91,4.69,7.89
46.749,-2.33,-6.17,4.61,8.04
46.759,-2.45,-6.25,4.42,8.03
46.768,-2.38,-5.97,4.34,7.76
46.778,-2.36,-5.93,4.64,7.89
46.788,-2.31,-5.87,4.66,7.84
46.798,-2.36,-6.20,4.67,8.12
46.809,-2.40,-6.27,4.51,8.08
46.818,-2.39,-5.99,4.37,7.79
46.829,-2.39,-6.03,4.57,7.93
46.838,-2.32,-5.92,4.79,7.96
46.848,-2.31,-6.31,4.76,8.23
46.858,-2.36,-6.17,4.52,8.01
46.868,-2.37,-6.02,4.41,7.83
46.878,-2.37,-5.96,4.60,7.89
46.888,-2.29,-5.90,4.84,7.97
46.898,-2.33,-6.28,4.67,8.17
46.908,-2.38,-6.14,4.56,8.01
46.918,-2.37,-6.00,4.53,7.89
46.928,-2.40,-6.05,4.59,7.96
46.938,-2.31,-6.03,4.88,8.09
46.948,-2.32,-6.25,4.84,8.23
46.958,-2.35,-6.14,4.47,7.95
46.968,-2.35,-5.96,4.55,7.86
46.978,-2.36,-5.95,4.69,7.94
46.988,-2.33,-6.16,4.83,8.16
46.998,-2.32,-6.31,4.85,8.29
47.008,-2.30,-6.11,4.69,8.04
47.018,-2.36,-5.98,4.42,7.80
47.028,-2.36,-5.90,4.80,7.97
47.038,-2.35,-6.06,4.73,8.04
47.048,-2.32,-6.41,4.73,8.30
47.058,-2.26,-6.01,4.77,8.00
47.068,-2.28,-6.09,4.70,8.03
47.078,-2.38,-5.89,4.80,7.96
47.088,-2.35,-6.10,4.77,8.09
47.098,-2.37,-6.40,4.77,8.33
47.108,-2.28,-5.98,4.74,7.97
47.118,-2.28,-6.00,4.79,8.01
47.128,-2.33,-5.96,4.83,8.02
47.138,-2.31,-6.12,4.84,8.13
47.148,-2.36,-6.41,4.82,8.36
47.158,-2.29,-6.04,4.78,8.04
47.168,-2.27,-5.99,4.96,8.10
47.178,-2.31,-5.96,4.87,8.04
47.188,-2.33,-6.16,4.74,8.11
47.198,-2.38,-6.30,4.82,8.28
47.208,-2.28,-6.11,4.64,8.00
47.218,-2.27,-6.09,4.88,8.12
47.228,-2.23,-5.99,4.98,8.10
47.238,-2.33,-6.25,4.79,8.22
47.248,-2.37,-6.30,4.74,8.23
47.258,-2.35,-6.03,4.67,7.98
47.268,-2.30,-6.07,4.93,8.15
47.278,-2.25,-5.97,4.99,8.10
47.288,-2.31,-6.28,4.89,8.28
47.298,-2.34,-6.23,4.82,8.22
47.308,-2.32,-6.14,4.70,8.07
47.318,-2.34,-6.08,4.86,8.13
47.328,-2.24,-5.99,5.05,8.15
47.338,-2.27,-6.33,4.94,8.35
47.348,-2.34,-6.18,4.69,8.10
47.358,-2.31,-6.08,4.69,8.02
47.368,-2.32,-6.10,4.92,8.17
47.378,-2.28,-6.03,5.10,8.22
47.388,-2.26,-6.31,5.05,8.39
47.398,-2.30,-6.21,4.80,8.18
47.408,-2.34,-6.04,4.66,7.98
47.417,-2.33,-6.07,4.88,8.13
47.428,-2.24,-6.13,5.03,8.24
47.438,-2.24,-6.32,5.04,8.39
47.447,-2.29,-6.16,4.82,8.15
47.458,-2.32,-6.05,4.83,8.09
47.467,-2.36,-6.02,4.88,8.10
47.477,-2.28,-6.16,5.14,8.34
47.487,-2.28,-6.31,4.99,8.36
47.497,-2.25,-6.19,4.82,8.16
47.508,-2.26,-5.97,4.86,8.02
47.517,-2.30,-6.05,4.99,8.17
47.527,-2.30,-6.15,5.03,8.26
47.537,-2.32,-6.38,5.11,8.50
47.547,-2.26,-6.12,4.87,8.14
47.558,-2.26,-6.01,4.89,8.07
47.567,-2.31,-6.04,5.06,8.21
47.577,-2.29,-6.23,4.97,8.29
47.587,-2.29,-6.44,5.08,8.52
47.597,-2.22,-6.02,5.01,8.14
47.607,-2.23,-6.08,5.00,8.18
47.617,-2.31,-5.93,5.07,8.13
47.627,-2.29,-6.28,5.04,8.37
47.637,-2.32,-6.39,4.97,8.42
47.647,-2.23,-6.02,4.88,8.06
47.657,-2.25,-6.02,5.02,8.16
47.667,-2.26,-6.00,5.21,8.26
47.677,-2.25,-6.29,5.08,8.39
47.687,-2.35,-6.46,4.98,8.49
47.697,-2.25,-6.08,5.06,8.23
47.707,-2.25,-6.04,5.11,8.22
47.717,-2.20,-6.03,5.11,8.21
47.727,-2.29,-6.18,5.12,8.35
47.737,-2.36,-6.37,4.98,8.42
47.747,-2.27,-6.05,4.94,8.13
47.757,-2.20,-6.14,5.14,8.30
47.767,-2.21,-6.04,5.32,8.34
47.777,-2.26,-6.31,5.07,8.40
47.787,-2.31,-6.34,4.93,8.36
47.797,-2.25,-6.07,4.92,8.13
47.807,-2.27,-6.10,5.16,8.30
47.817,-2.24,-6.05,5.16,8.26
47.827,-2.23,-6.35,5.19,8.50
47.837,-2.32,-6.27,4.95,8.31
47.847,-2.29,-6.20,4.85,8.20
47.857,-2.31,-6.04,5.12,8.25
47.867,-2.20,-6.16,5.19,8.35
47.877,-2.22,-6.39,5.11,8.48
47.887,-2.27,-6.26,4.98,8.31
47.897,-2.28,-6.09,4.87,8.12
47.907,-2.29,-6.12,5.15,8.32
47.917,-2.22,-6.17,5.32,8.44
47.927,-2.20,-6.37,5.20,8.52
47.937,-2.28,-6.19,5.03,8.29
47.947,-2.28,-6.02,4.91,8.10
47.957,-2.30,-6.12,5.10,8.29
47.967,-2.23,-6.17,5.28,8.42
47.977,-2.24,-6.45,5.11,8.53
47.987,-2.23,-6.21,4.96,8.25
47.997,-2.25,-6.00,4.98,8.12
48.007,-2.29,-6.09,5.10,8.27
48.017,-2.26,-6.25,5.08,8.37
48.027,-2.25,-6.49,5.15,8.59
48.037,-2.19,-6.15,5.01,8.23
48.047,-2.23,-6.10,5.00,8.20
48.057,-2.30,-6.01,5.15,8.24
48.066,-2.24,-6.33,5.17,8.47
48.077,-2.30,-6.50,5.15,8.60
48.086,-2.20,-6.16,5.15,8.32
48.096,-2.20,-6.07,5.02,8.18
48.107,-2.25,-6.06,5.09,8.23
48.117,-2.24,-6.27,5.28,8.50
48.126,-2.31,-6.48,5.00,8.50
48.137,-2.19,-6.24,5.05,8.32
48.146,-2.20,-6.05,5.09,8.21
48.157,-2.20,-6.08,5.33,8.39
48.166,-2.22,-6.25,5.19,8.42
48.176,-2.29,-6.51,5.00,8.52
48.186,-2.21,-6.13,5.00,8.22
48.196,-2.21,-6.06,5.29,8.34
48.206,-2.22,-6.04,5.23,8.29
48.216,-2.24,-6.40,5.21,8.55
48.226,-2.30,-6.41,5.16,8.54
48.236,-2.20,-6.19,4.90,8.19
48.246,-2.25,-6.13,5.12,8.30
48.256,-2.16,-6.01,5.34,8.33
48.266,-2.21,-6.38,5.17,8.51
48.276,-2.25,-6.42,5.07,8.48
48.286,-2.25,-6.15,4.97,8.22
48.296,-2.25,-6.13,5.26,8.38
48.306,-2.18,-6.09,5.39,8.42
48.316,-2.18,-6.43,5.23,8.57
48.326,-2.24,-6.38,5.02,8.42
48.336,-2.26,-6.08,4.97,8.17
48.346,-2.19,-6.10,5.09,8.24
48.356,-2.18,-6.11,5.36,8.42
48.366,-2.19,-6.43,5.28,8.60
48.376,-2.24,-6.34,5.04,8.40
48.386,-2.22,-6.10,4.96,8.17
48.396,-2.27,-6.10,5.28,8.38
48.406,-2.15,-6.16,5.36,8.44
48.416,-2.22,-6.53,5.29,8.70
48.426,-2.15,-6.21,5.12,8.33
48.436,-2.25,-6.07,4.99,8.17
48.446,-2.29,-6.13,5.13,8.31
48.456,-2.18,-6.20,5.30,8.44
48.466,-2.20,-6.56,5.36,8.75
48.476,-2.17,-6.27,5.09,8.36
48.486,-2.17,-6.12,5.01,8.20
48.496,-2.25,-6.06,5.19,8.29
48.506,-2.19,-6.26,5.31,8.49
48.516,-2.23,-6.52,5.14,8.60
48.526,-2.17,-6.24,5.17,8.39
48.536,-2.18,-6.01,5.26,8.28
48.546,-2.26,-6.11,5.12,8.29
48.556,-2.21,-6.29,5.28,8.50
48.566,-2.25,-6.55,5.23,8.69
48.576,-2.18,-6.25,5.09,8.35
48.586,-2.14,-6.10,5.26,8.34
48.596,-2.20,-6.18,5.36,8.47
48.606,-2.23,-6.32,5.23,8.51
48.616,-2.27,-6.55,5.09,8.60
48.626,-2.14,-6.11,5.09,8.23
48.636,-2.17,-6.16,5.19,8.34
48.646,-2.15,-6.13,5.48,8.50
48.656,-2.21,-6.37,5.25,8.54
48.666,-2.25,-6.63,5.12,8.67
48.676,-2.20,-6.11,5.15,8.29
48.686,-2.19,-6.18,5.22,8.38
48.696,-2.15,-6.08,5.38,8.40
48.706,-2.19,-6.44,5.24,8.58
48.716,-2.24,-6.46,5.08,8.52
48.726,-2.22,-6.25,5.06,8.34
48.736,-2.18,-6.19,5.21,8.38
48.746,-2.11,-6.16,5.47,8.51
48.756,-2.18,-6.45,5.33,8.65
48.766,-2.21,-6.42,5.11,8.50
48.776,-2.21,-6.17,5.11,8.31
48.786,-2.16,-6.19,5.26,8.41
48.796,-2.14,-6.19,5.43,8.51
48.806,-2.17,-6.48,5.28,8.64
48.816,-2.19,-6.42,5.17,8.53
48.826,-2.21,-6.21,5.02,8.29
48.835,-2.20,-6.19,5.25,8.41
48.845,-2.15,-6.24,5.48,8.58
48.856,-2.14,-6.53,5.34,8.70
48.866,-2.18,-6.33,5.12,8.43
48.876,-2.20,-6.20,5.01,8.27
48.885,-2.20,-6.21,5.22,8.41
48.895,-2.15,-6.33,5.43,8.61
48.905,-2.15,-6.60,5.35,8.76
48.915,-2.12,-6.37,5.28,8.55
48.925,-2.16,-6.15,5.09,8.27
48.935,-2.25,-6.24,5.21,8.43
48.945,-2.16,-6.27,5.44,8.58
48.955,-2.17,-6.62,5.33,8.77
48.965,-2.12,-6.36,5.17,8.46
48.975,-2.15,-6.16,5.22,8.35
48.985,-2.23,-6.19,5.30,8.45
48.995,-2.18,-6.34,5.39,8.61
49.005,-2.21,-6.67,5.30,8.80
49.015,-2.09,-6.30,5.28,8.48
49.025,-2.13,-6.18,5.32,8.43
49.035,-2.16,-6.25,5.34,8.50
49.045,-2.18,-6.42,5.35,8.64
49.055,-2.22,-6.67,5.37,8.85
49.065,-2.12,-6.32,5.17,8.43
49.075,-2.09,-6.30,5.37,8.54
49.085,-2.13,-6.13,5.50,8.51
49.095,-2.16,-6.54,5.27,8.67
49.105,-2.24,-6.60,5.27,8.74
49.115,-2.13,-6.25,5.25,8.44
49.125,-2.16,-6.33,5.36,8.57
49.135,-2.10,-6.19,5.41,8.48
49.145,-2.14,-6.55,5.42,8.77
49.155,-2.21,-6.61,5.23,8.72
49.165,-2.15,-6.36,5.18,8.48
49.175,-2.15,-6.29,5.29,8.50
49.185,-2.10,-6.22,5.56,8.60
49.195,-2.12,-6.53,5.52,8.81
49.205,-2.19,-6.57,5.20,8.66
49.215,-2.16,-6.41,5.17,8.51
49.225,-2.13,-6.17,5.39,8.46
49.235,-2.07,-6.37,5.54,8.69
49.245,-2.10,-6.55,5.40,8.74
49.255,-2.18,-6.56,5.40,8.77
49.265,-2.15,-6.38,5.16,8.48
49.275,-2.19,-6.30,5.38,8.57
49.285,-2.07,-6.32,5.62,8.70
49.295,-2.12,-6.68,5.54,8.93
49.305,-2.14,-6.52,5.27,8.65
49.315,-2.14,-6.39,5.14,8.48
49.325,-2.16,-6.28,5.38,8.54
49.335,-2.10,-6.36,5.50,8.67
49.345,-2.12,-6.71,5.49,8.92
49.355,-2.06,-6.52,5.33,8.67
49.365,-2.10,-6.33,5.37,8.56
49.375,-2.19,-6.34,5.39,8.61
49.385,-2.10,-6.43,5.66,8.82
49.395,-2.13,-6.70,5.59,8.99
49.405,-2.07,-6.45,5.49,8.72
49.415,-2.13,-6.35,5.29,8.54
49.425,-2.16,-6.27,5.33,8.51
49.435,-2.10,-6.43,5.62,8.79
49.444,-2.12,-6.70,5.45,8.90
49.454,-2.05,-6.53,5.48,8.77
49.465,-2.09,-6.36,5.46,8.65
49.474,-2.13,-6.31,5.38,8.56
49.484,-2.16,-6.48,5.56,8.81
49.494,-2.12,-6.70,5.47,8.91
49.504,-2.08,-6.53,5.40,8.72
49.514,-2.08,-6.40,5.43,8.64
49.524,-2.09,-6.27,5.50,8.60
49.534,-2.14,-6.58,5.51,8.85
49.545,-2.17,-6.77,5.52,9.01
49.554,-2.09,-6.48,5.38,8.68
49.564,-2.06,-6.36,5.42,8.61
49.574,-2.06,-6.30,5.64,8.71
49.584,-2.09,-6.60,5.53,8.86
49.594,-2.13,-6.77,5.42,8.93
49.604,-2.08,-6.48,5.42,8.70
49.614,-2.08,-6.48,5.60,8.82
49.624,-2.10,-6.37,5.62,8.75
49.634,-2.11,-6.63,5.72,9.00
49.644,-2.20,-6.79,5.54,9.03
49.654,-2.10,-6.50,5.43,8.73
49.664,-2.10,-6.45,5.52,8.75
49.674,-2.02,-6.39,5.73,8.81
49.684,-2.11,-6.69,5.64,9.00
49.694,-2.10,-6.79,5.58,9.03
49.704,-2.13,-6.56,5.28,8.69
49.714,-2.08,-6.45,5.52,8.74
49.724,-2.08,-6.37,5.76,8.84
49.734,-2.08,-6.79,5.65,9.07
49.744,-2.11,-6.73,5.51,8.95
49.754,-2.12,-6.50,5.37,8.69
49.764,-2.11,-6.48,5.56,8.79
49.774,-2.07,-6.47,5.76,8.91
49.784,-2.01,-6.76,5.69,9.06
49.794,-2.07,-6.75,5.67,9.05
49.804,-2.13,-6.46,5.38,8.67
49.814,-2.12,-6.50,5.55,8.81
49.824,-2.07,-6.46,5.72,8.87
49.834,-2.03,-6.85,5.75,9.17
49.844,-2.07,-6.69,5.59,8.96
49.854,-2.05,-6.52,5.52,8.79
49.864,-2.12,-6.48,5.59,8.82
49.874,-2.08,-6.56,5.71,8.94
49.884,-2.07,-6.81,5.79,9.17
49.894,-2.05,-6.64,5.60,8.92
49.904,-2.06,-6.54,5.54,8.81
49.914,-2.11,-6.41,5.70,8.83
49.924,-2.08,-6.64,5.71,9.01
49.934,-2.08,-6.90,5.68,9.18
49.944,-2.03,-6.65,5.65,8.96
49.954,-2.00,-6.50,5.60,8.81
49.964,-2.10,-6.46,5.65,8.83
49.974,-2.05,-6.73,5.67,9.04
49.984,-2.10,-6.80,5.72,9.13
49.994,-2.06,-6.63,5.58,8.91
50.004,-2.03,-6.53,5.55,8.80
50.014,-2.07,-6.46,5.74,8.89
50.024,-2.08,-6.76,5.81,9.16
50.034,-2.06,-6.90,5.74,9.21
50.044,-2.05,-6.70,5.51,8.92
50.054,-2.01,-6.54,5.62,8.86
50.064,-2.05,-6.49,5.72,8.89
50.074,-2.03,-6.72,5.74,9.07
50.084,-2.12,-6.85,5.64,9.12
50.094,-2.04,-6.67,5.51,8.89
50.104,-2.04,-6.52,5.78,8.95
50.114,-1.99,-6.52,6.03,9.10
50.124,-2.05,-6.78,5.76,9.13
50.134,-2.08,-6.88,5.80,9.24
50.144,-2.03,-6.55,5.62,8.87
50.153,-2.04,-6.69,5.83,9.10
50.163,-1.95,-6.49,5.88,8.98
50.174,-2.02,-6.83,5.84,9.21
50.183,-2.07,-6.78,5.63,9.05
50.194,-2.04,-6.64,5.54,8.88
50.203,-2.06,-6.58,5.76,8.98
50.213,-1.98,-6.58,5.94,9.08
50.223,-2.00,-6.82,5.91,9.25
50.233,-2.05,-6.78,5.72,9.10
50.243,-2.04,-6.57,5.68,8.91
50.253,-2.07,-6.60,5.84,9.06
50.263,-2.01,-6.60,5.94,9.10
50.273,-1.99,-6.93,5.89,9.31
50.283,-2.03,-6.79,5.80,9.16
50.293,-2.03,-6.58,5.61,8.88
50.303,-2.07,-6.53,5.87,9.02
50.313,-2.00,-6.60,6.02,9.16
50.323,-2.03,-6.95,6.04,9.43
50.333,-2.03,-6.68,5.72,9.02
50.343,-2.01,-6.58,5.74,8.96
50.353,-2.03,-6.61,5.91,9.09
50.363,-1.98,-6.77,5.92,9.21
50.373,-2.01,-6.95,5.87,9.31
50.383,-1.99,-6.76,5.86,9.16
50.393,-2.04,-6.53,5.79,8.96
50.403,-2.10,-6.57,5.85,9.04
