7.500000000000000000e-01,2.299999999999999822e+00,1.000000000000000000e+01,1.000000000000000000e+00
6.999999999999999556e-01,0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
6.999999999999999556e-01,4.444000000000000172e-01,1.000000000000000000e+01,1.000000000000000000e+00
6.999999999999999556e-01,8.889000000000000234e-01,1.000000000000000000e+01,1.000000000000000000e+00
6.999999999999999556e-01,1.333299999999999930e+00,1.000000000000000000e+01,1.000000000000000000e+00
6.999999999999999556e-01,1.777800000000000047e+00,1.000000000000000000e+01,1.000000000000000000e+00
6.999999999999999556e-01,2.222199999999999953e+00,1.000000000000000000e+01,1.000000000000000000e+00
6.999999999999999556e-01,2.666700000000000070e+00,1.000000000000000000e+01,1.000000000000000000e+00
6.999999999999999556e-01,3.111099999999999977e+00,1.000000000000000000e+01,1.000000000000000000e+00
6.999999999999999556e-01,3.555600000000000094e+00,1.000000000000000000e+01,1.000000000000000000e+00
6.999999999999999556e-01,4.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
6.999999999999999556e-01,2.500000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
7.056000000000000050e-01,2.500000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
7.110999999999999543e-01,2.500000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
7.167000000000000037e-01,2.500000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
7.221999999999999531e-01,2.500000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
7.278000000000000025e-01,2.500000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
7.332999999999999519e-01,2.500000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
7.389000000000000012e-01,2.500000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
7.443999999999999506e-01,2.500000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
7.500000000000000000e-01,2.500000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
7.056000000000000050e-01,0.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
7.056000000000000050e-01,4.444000000000000172e-01,1.000000000000000000e+01,1.000000000000000000e+00
7.056000000000000050e-01,8.889000000000000234e-01,1.000000000000000000e+01,1.000000000000000000e+00
7.056000000000000050e-01,1.333299999999999930e+00,1.000000000000000000e+01,1.000000000000000000e+00
7.056000000000000050e-01,1.777800000000000047e+00,1.000000000000000000e+01,1.000000000000000000e+00
7.056000000000000050e-01,2.222199999999999953e+00,1.000000000000000000e+01,1.000000000000000000e+00
7.056000000000000050e-01,2.666700000000000070e+00,1.000000000000000000e+01,1.000000000000000000e+00
7.056000000000000050e-01,3.111099999999999977e+00,1.000000000000000000e+01,1.000000000000000000e+00
