Inverted Pendulum (Datalogger K)

Sampling interval = 2.5mS
Logging time (s) = 5
Zoomlevel = 10

Inverted state of displayed channels:
CD False
CP False
CV False
PP False
PV False
_____________________________________________

Time,CD,CP,CV,PP,PV

0.0000,2062,2080,2050,2036,2048
0.0025,2062,2080,2051,2036,2049
0.0050,2062,2079,2051,2036,2048
0.0075,2061,2080,2050,2036,2048
0.0100,2062,2080,2050,2036,2049
0.0125,2062,2080,2051,2037,2048
0.0150,2062,2080,2050,2035,2048
0.0175,2062,2080,2050,2036,2047
0.0200,2062,2079,2050,2035,2048
0.0225,2062,2079,2050,2036,2048
0.0250,2062,2079,2052,2036,2048
0.0275,2061,2079,2050,2036,2048
0.0300,2062,2080,2050,2036,2048
0.0325,2062,2079,2050,2034,2047
0.0350,2062,2080,2050,2035,2046
0.0375,2062,2079,2051,2036,2045
0.0400,2062,2079,2050,2035,2044
0.0425,2062,2080,2050,2034,2044
0.0450,2062,2080,2050,2035,2045
0.0475,2062,2079,2049,2035,2044
0.0500,2062,2079,2051,2036,2044
0.0525,2062,2080,2050,2034,2043
0.0550,2062,2080,2050,2034,2043
0.0575,2062,2080,2050,2034,2043
0.0600,2062,2080,2050,2035,2043
0.0625,2062,2080,2052,2035,2042
0.0650,2062,2080,2051,2034,2043
0.0675,2062,2080,2050,2035,2043
0.0700,2062,2079,2050,2035,2043
0.0725,2062,2080,2050,2034,2043
0.0750,2061,2079,2052,2035,2044
0.0775,2062,2080,2050,2035,2045
0.0800,2062,2079,2050,2034,2046
0.0825,2062,2079,2050,2035,2047
0.0850,2062,2080,2050,2036,2047
0.0875,2062,2080,2051,2036,2047
0.0900,2062,2079,2050,2035,2047
0.0925,2062,2080,2050,2036,2048
0.0950,2062,2080,2050,2035,2048
0.0975,2062,2079,2050,2035,2048
0.1000,2061,2080,2052,2036,2048
0.1025,2061,2080,2049,2036,2048
0.1050,2062,2080,2050,2036,2048
0.1075,2062,2080,2050,2035,2049
0.1100,2062,2080,2050,2035,2048
0.1125,2062,2079,2052,2036,2048
0.1150,2062,2079,2050,2036,2048
0.1175,2062,2079,2051,2035,2049
0.1200,2062,2080,2051,2036,2048
0.1225,2062,2080,2050,2035,2048
0.1250,2062,2079,2051,2036,2048
0.1275,2062,2079,2049,2036,2047
0.1300,2062,2080,2050,2036,2048
0.1325,2061,2079,2050,2036,2048
0.1350,2062,2079,2051,2036,2048
0.1375,2062,2080,2052,2036,2048
0.1400,2062,2079,2051,2036,2048
0.1425,2062,2080,2050,2036,2048
0.1450,2062,2079,2050,2036,2048
0.1475,2062,2079,2051,2036,2048
0.1500,2062,2079,2052,2035,2048
0.1525,2062,2079,2050,2036,2048
0.1550,2061,2079,2051,2035,2048
0.1575,2062,2079,2050,2036,2048
0.1600,2062,2079,2051,2036,2048
0.1625,2062,2079,2052,2036,2048
0.1650,2062,2080,2050,2036,2048
0.1675,2062,2079,2051,2036,2048
0.1700,2062,2079,2050,2035,2048
