0	1.4	10
0.1	1.8	10
0.2	2.1	10.1
0.3	2.4	10.2
0.4	2.8	10.2
0.5	2.9	10.1
0.6	3.2	10.2
0.7	3.5	10.2
0.8	3.8	10.1
0.9	4.1	10.2
1	4.4	10.2
1.25	5.1	10.2
1.5	5.7	10.2
1.75	6.3	10.2
2	6.9	10.2
2.25	7.4	10.2
2.5	8.8	10.2
3	9.4	9.9
3.5	9.8	9.9
4	10.1	9.9
4.5	10.4	9.9
5	10.5	9.9
5.5	10.6	9.9
6	10.6	10
6.5	10.6	10
7	10.6	10
8	10.6	10
9	10.6	10
10	10.6	10
12	10.6	9.9
14	10.7	10
16	10.7	10
