time,ax,ay,az,atotal
18.523,-0.12,-0.16,-0.38,0.43
18.533,0.06,-0.04,-0.34,0.35
18.543,0.15,0.09,-0.09,0.20
18.553,0.06,0.30,-0.22,0.38
18.563,-0.07,-0.02,-0.10,0.12
18.573,0.08,0.05,-0.30,0.31
18.583,0.10,0.08,-0.37,0.39
18.593,0.13,0.42,-0.17,0.47
18.603,-0.07,0.14,0.02,0.16
18.613,-0.10,-0.04,-0.30,0.32
18.623,0.01,-0.12,-0.17,0.20
18.633,0.10,0.17,-0.15,0.25
18.643,-0.07,0.23,-0.11,0.27
18.653,-0.12,-0.11,-0.16,0.22
18.663,0.01,0.04,-0.52,0.52
18.673,0.13,-0.09,-0.30,0.34
18.682,0.12,0.49,-0.10,0.51
18.693,-0.12,-0.08,-0.36,0.39
18.702,0.00,0.04,-0.60,0.60
18.713,0.11,0.06,-0.49,0.51
18.722,0.16,0.21,-0.44,0.51
18.733,-0.09,0.32,-0.50,0.60
18.743,-0.06,-0.16,-0.40,0.43
18.752,0.02,0.18,-0.45,0.49
18.762,0.12,0.05,-0.33,0.35
18.773,-0.03,0.37,-0.01,0.37
18.782,-0.16,-0.05,-0.19,0.26
18.792,0.03,-0.00,-0.31,0.31
18.802,0.19,0.16,-0.18,0.30
18.812,0.15,0.32,0.04,0.35
18.822,-0.06,0.25,-0.18,0.31
18.832,0.04,0.00,-0.42,0.42
18.842,0.15,0.24,-0.25,0.37
18.852,0.11,0.36,-0.34,0.51
18.862,-0.08,0.36,-0.24,0.44
18.872,-0.08,-0.03,-0.25,0.26
18.882,0.01,0.07,-0.53,0.53
18.892,0.13,0.09,-0.20,0.25
18.902,0.02,0.42,0.02,0.43
18.912,-0.11,-0.04,-0.26,0.29
18.922,0.01,0.07,-0.40,0.40
18.932,0.18,0.14,-0.11,0.26
18.942,0.16,0.38,-0.27,0.49
18.952,-0.04,0.20,-0.23,0.31
18.962,0.05,0.07,-0.51,0.52
18.972,0.08,0.18,-0.69,0.72
18.982,0.11,0.36,-0.47,0.60
18.992,-0.10,0.36,0.00,0.37
19.002,-0.13,-0.05,-0.32,0.35
19.012,0.02,0.13,-0.31,0.33
19.022,0.14,0.16,-0.17,0.28
19.032,0.03,0.36,-0.20,0.41
19.042,-0.05,0.04,-0.30,0.30
19.052,0.04,0.04,-0.42,0.42
19.062,0.16,0.15,-0.21,0.30
19.072,0.10,0.29,-0.26,0.40
19.082,-0.05,0.10,-0.11,0.16
19.092,0.00,0.14,-0.48,0.50
19.102,0.09,0.19,-0.30,0.36
19.112,0.10,0.31,-0.35,0.48
19.122,-0.05,0.16,-0.08,0.18
19.132,-0.09,0.06,-0.25,0.27
19.142,0.02,0.03,-0.26,0.27
19.152,0.14,0.27,0.08,0.32
19.162,-0.01,0.30,-0.04,0.30
19.172,-0.05,0.03,-0.12,0.13
19.182,0.10,0.12,-0.29,0.33
19.192,0.19,0.13,-0.26,0.34
19.202,0.09,0.41,-0.30,0.52
19.212,0.06,0.21,0.02,0.22
19.222,0.00,0.07,-0.43,0.44
19.232,0.01,0.14,-0.60,0.62
19.242,0.11,0.36,-0.26,0.46
19.252,-0.12,0.34,-0.42,0.55
19.262,-0.10,-0.29,-0.57,0.65
19.272,0.03,0.10,-0.43,0.45
19.282,0.19,0.20,-0.25,0.37
19.292,0.05,0.25,0.00,0.25
19.301,-0.05,-0.03,-0.26,0.27
19.312,0.08,0.05,-0.37,0.38
19.322,0.18,0.18,-0.01,0.25
19.332,0.10,0.39,-0.23,0.46
19.342,-0.18,0.25,-0.14,0.34
19.351,0.01,0.10,-0.19,0.22
19.362,0.05,0.17,-0.09,0.20
19.371,0.17,0.25,0.06,0.31
19.381,-0.06,0.30,0.01,0.30
19.392,-0.05,-0.06,-0.34,0.35
19.401,0.01,0.18,-0.50,0.53
19.411,0.15,0.26,-0.10,0.32
19.421,0.08,0.39,-0.28,0.49
19.432,0.01,0.12,-0.16,0.20
19.441,0.03,0.04,-0.46,0.46
19.451,0.18,0.26,-0.27,0.42
19.461,0.08,0.48,-0.29,0.56
19.471,-0.02,0.18,0.02,0.19
19.481,-0.03,0.09,-0.48,0.49
19.491,0.04,0.07,-0.48,0.48
19.501,0.18,0.39,-0.08,0.44
19.511,-0.04,0.38,-0.02,0.38
19.521,-0.02,0.02,-0.26,0.26
19.531,0.03,0.06,-0.41,0.41
19.541,0.16,0.19,-0.23,0.34
19.551,0.20,0.50,0.09,0.54
19.561,0.02,0.26,0.10,0.28
19.571,0.10,0.09,-0.13,0.19
19.581,0.13,0.31,-0.03,0.34
19.591,0.09,0.37,-0.09,0.39
19.601,0.05,0.42,-0.10,0.44
19.611,-0.02,0.12,-0.37,0.39
19.621,-0.01,0.29,-0.42,0.51
19.631,0.08,0.38,-0.29,0.48
19.641,0.06,0.38,-0.03,0.39
19.651,-0.10,0.29,-0.20,0.36
19.661,0.04,0.17,-0.48,0.51
19.671,0.17,0.25,-0.20,0.36
19.681,0.21,0.47,-0.03,0.51
19.691,0.03,0.22,0.07,0.23
19.701,0.02,0.25,-0.28,0.37
19.711,0.08,0.26,-0.36,0.45
19.721,0.10,0.47,-0.31,0.57
19.731,0.03,0.47,0.02,0.47
19.741,-0.06,0.18,-0.49,0.53
19.751,-0.02,0.29,-0.35,0.46
19.761,0.20,0.44,0.11,0.50
19.771,0.13,0.32,0.10,0.36
19.781,-0.00,0.22,-0.10,0.24
19.791,0.08,0.34,-0.34,0.49
19.801,0.19,0.39,-0.28,0.52
19.811,0.16,0.52,-0.05,0.55
19.821,0.01,0.45,-0.30,0.54
19.831,0.01,0.31,-0.60,0.68
19.841,0.05,0.52,-0.50,0.72
19.851,0.05,0.46,-0.32,0.57
19.861,0.01,0.59,-0.09,0.60
19.871,-0.11,0.01,-0.51,0.52
19.881,-0.11,0.31,-0.81,0.87
19.891,0.19,0.44,-0.17,0.51
19.901,0.16,0.33,-0.03,0.37
19.911,-0.06,0.11,-0.23,0.26
19.921,0.07,0.26,-0.47,0.54
19.931,0.35,0.34,-0.01,0.49
19.941,0.23,0.52,0.17,0.60
19.951,0.02,0.42,-0.18,0.46
19.961,0.04,0.20,-0.42,0.47
19.971,0.01,0.40,-0.24,0.47
19.981,0.09,0.49,-0.16,0.52
19.991,-0.11,0.62,-0.02,0.63
20.001,-0.02,0.09,-0.27,0.29
20.011,0.12,0.48,-0.46,0.67
20.021,0.21,0.37,-0.12,0.44
20.031,0.10,0.72,-0.07,0.73
20.041,-0.03,0.13,-0.25,0.28
20.051,0.13,0.34,-0.25,0.44
20.061,0.17,0.41,0.04,0.44
20.070,0.24,0.46,0.04,0.52
20.081,-0.02,0.48,-0.13,0.50
20.090,0.11,0.22,-0.35,0.43
20.100,0.11,0.46,-0.62,0.78
20.110,0.10,0.50,-0.20,0.55
20.120,-0.02,0.45,-0.20,0.50
20.130,-0.10,0.05,-0.12,0.16
20.140,0.11,0.45,-0.28,0.54
20.150,0.23,0.28,-0.01,0.37
20.161,0.08,0.50,0.05,0.51
20.170,-0.05,0.03,-0.10,0.11
20.180,0.12,0.26,-0.35,0.45
20.190,0.19,0.51,-0.30,0.62
20.200,0.12,0.51,-0.05,0.53
20.210,-0.01,0.40,0.14,0.42
20.220,0.10,0.08,-0.14,0.19
20.230,-0.06,0.37,-0.42,0.56
20.240,0.04,0.53,-0.15,0.55
20.250,0.09,0.57,0.09,0.58
20.260,0.00,-0.00,0.07,0.07
20.270,0.08,0.26,-0.17,0.32
20.280,0.20,0.36,-0.14,0.44
20.290,0.14,0.58,-0.03,0.60
20.300,-0.01,0.07,-0.08,0.11
20.310,0.08,0.24,-0.54,0.60
20.320,0.12,0.46,-0.61,0.77
20.330,0.16,0.65,-0.30,0.73
20.340,-0.02,0.27,-0.04,0.27
20.350,-0.06,0.05,-0.23,0.25
20.360,0.05,0.63,-0.33,0.72
20.370,0.27,0.31,-0.28,0.50
20.380,0.04,0.63,0.02,0.63
20.390,-0.08,0.02,-0.25,0.27
20.400,0.01,0.25,-0.38,0.46
20.410,0.15,0.38,-0.16,0.44
20.420,0.09,0.38,0.18,0.43
20.430,-0.06,0.19,0.07,0.21
20.440,0.08,0.05,-0.18,0.21
20.450,0.11,0.47,-0.19,0.52
20.460,0.18,0.41,0.02,0.45
20.470,-0.02,0.62,0.26,0.67
20.480,0.02,0.18,-0.18,0.25
20.490,-0.01,0.36,-0.82,0.90
20.500,0.08,0.46,0.14,0.49
20.510,0.04,0.61,-0.22,0.65
20.520,-0.12,-0.20,-0.23,0.33
20.530,0.12,0.48,-0.31,0.59
20.540,0.20,0.40,-0.23,0.50
20.550,0.14,0.58,-0.08,0.60
20.560,0.01,0.22,0.12,0.26
20.570,0.06,0.19,-0.58,0.61
20.580,0.05,0.55,-0.50,0.75
20.590,0.11,0.55,-0.13,0.58
20.600,-0.04,0.60,-0.44,0.74
20.610,-0.01,-0.07,0.05,0.09
20.620,0.09,0.43,-0.33,0.55
20.630,0.20,0.28,0.01,0.34
20.640,0.01,0.86,0.18,0.88
20.650,0.06,0.23,-0.05,0.25
20.660,-0.01,0.13,-0.31,0.33
20.670,0.02,0.29,0.12,0.31
20.680,-0.02,0.66,0.03,0.66
20.690,0.04,0.41,-0.23,0.47
20.700,0.14,0.09,-0.08,0.18
20.710,0.13,0.36,-0.55,0.67
20.719,0.20,0.55,-0.23,0.62
20.730,0.00,0.54,-0.28,0.61
20.740,-0.15,0.11,-0.51,0.55
20.750,-0.05,0.46,-0.65,0.80
20.760,0.22,0.48,-0.09,0.54
20.769,0.06,0.29,0.02,0.29
20.780,-0.04,-0.12,-0.14,0.19
20.790,0.13,0.14,-0.43,0.47
20.799,0.22,0.40,-0.40,0.61
20.809,0.16,0.27,-0.06,0.33
20.819,0.05,0.26,0.10,0.28
20.829,0.03,0.05,-0.40,0.41
20.839,-0.05,0.32,-0.39,0.51
20.849,0.08,0.50,-0.03,0.50
20.859,0.14,0.62,0.03,0.64
20.869,0.04,0.09,0.08,0.13
20.879,0.03,0.16,-0.48,0.51
20.889,0.15,0.35,-0.36,0.52
20.899,-0.00,0.28,-0.04,0.28
20.909,-0.07,-0.05,-0.19,0.21
20.922,0.05,0.27,-0.61,0.67
20.929,0.17,0.35,-0.33,0.51
20.939,0.15,0.37,-0.01,0.40
20.949,0.02,0.30,0.05,0.30
20.959,0.04,0.17,-0.44,0.47
20.969,0.06,0.38,-0.58,0.70
20.979,0.13,0.45,-0.21,0.51
20.989,0.06,0.45,0.04,0.46
20.999,-0.07,-0.03,-0.14,0.16
21.009,-0.01,0.32,-0.24,0.40
21.019,0.26,0.16,-0.06,0.31
21.029,0.14,0.36,0.25,0.46
21.039,0.01,0.04,0.03,0.05
21.049,0.03,0.06,-0.60,0.61
21.059,0.13,0.40,-0.25,0.49
21.069,0.17,0.39,0.25,0.49
21.079,0.07,0.27,0.28,0.40
21.089,-0.02,0.04,-0.46,0.46
21.099,-0.00,0.37,-0.40,0.54
21.109,0.24,0.60,0.00,0.65
21.119,0.02,0.28,-0.06,0.28
21.129,-0.19,0.03,-0.20,0.28
21.139,0.15,0.46,-0.21,0.53
21.149,0.30,0.44,0.13,0.54
21.159,0.04,0.17,0.25,0.30
21.169,0.01,0.09,0.19,0.21
21.179,0.10,0.05,-0.28,0.31
21.189,0.08,0.33,-0.28,0.44
21.199,0.21,0.33,-0.00,0.39
21.209,0.06,0.23,0.26,0.35
21.219,0.06,0.07,-0.12,0.15
21.229,0.06,0.38,-0.34,0.51
21.240,0.21,0.38,-0.13,0.45
21.249,0.10,0.43,0.18,0.48
21.259,-0.14,-0.09,-0.31,0.35
21.269,-0.04,0.27,-0.73,0.78
21.279,0.17,0.24,-0.16,0.33
21.289,-0.01,0.19,0.15,0.24
21.299,-0.02,0.02,-0.03,0.04
21.309,0.08,0.07,-0.34,0.36
21.319,0.23,0.34,-0.29,0.50
21.329,0.13,0.29,-0.11,0.33
21.339,0.04,0.18,-0.01,0.18
21.349,-0.01,0.02,-0.42,0.43
21.359,0.02,0.44,-0.42,0.61
21.369,0.13,0.33,-0.19,0.40
21.379,-0.04,0.25,0.13,0.29
21.388,-0.08,-0.06,-0.22,0.24
21.399,0.02,0.17,-0.48,0.51
21.408,0.13,0.25,-0.20,0.34
21.418,0.01,0.13,-0.00,0.13
21.428,-0.12,-0.14,-0.23,0.29
21.438,0.11,0.09,-0.57,0.59
21.448,0.15,0.22,-0.56,0.62
21.459,0.13,0.28,-0.08,0.32
21.468,0.01,0.17,0.07,0.18
21.479,0.03,0.05,-0.40,0.40
21.488,0.14,0.38,-0.48,0.62
21.498,0.15,0.29,-0.16,0.36
21.509,-0.05,0.24,-0.09,0.26
21.519,-0.11,-0.03,-0.19,0.22
21.529,-0.02,0.09,-0.61,0.62
21.538,0.16,0.36,-0.26,0.47
21.548,0.06,0.11,0.20,0.23
21.558,-0.01,-0.16,0.12,0.20
21.568,0.09,0.09,-0.31,0.33
21.578,0.20,0.33,-0.17,0.42
21.588,0.15,0.16,0.18,0.29
21.598,-0.00,0.18,0.31,0.36
21.608,0.03,0.07,-0.28,0.29
21.618,0.07,0.28,-0.31,0.43
21.628,0.18,0.43,-0.17,0.50
21.638,-0.04,0.04,-0.09,0.11
21.648,-0.07,-0.05,-0.25,0.27
21.658,0.00,0.15,-0.61,0.63
21.668,0.11,0.16,-0.28,0.34
21.678,0.02,0.15,0.23,0.27
21.688,-0.08,-0.12,0.07,0.16
21.698,0.02,0.05,-0.44,0.45
21.708,0.21,0.35,-0.27,0.49
21.718,0.18,0.21,-0.11,0.30
21.728,0.01,0.10,0.07,0.12
21.738,0.06,0.14,-0.28,0.31
21.748,0.11,0.18,-0.35,0.41
21.758,0.17,0.36,-0.20,0.45
21.768,-0.08,0.14,0.13,0.21
21.778,-0.10,-0.08,-0.06,0.14
21.788,-0.01,-0.03,-0.36,0.36
21.798,0.23,0.21,0.02,0.32
21.808,0.07,0.02,0.31,0.31
21.818,-0.00,-0.05,0.27,0.27
21.828,0.06,-0.03,-0.40,0.40
21.838,0.06,0.37,-0.33,0.50
21.848,0.15,0.34,0.14,0.39
21.858,-0.01,0.09,0.19,0.21
21.868,0.02,0.09,-0.32,0.33
21.878,0.08,0.19,-0.47,0.51
21.888,0.19,0.22,-0.15,0.33
21.898,-0.04,0.17,0.11,0.21
21.908,-0.07,-0.19,-0.11,0.23
21.918,0.05,0.02,-0.37,0.37
21.928,0.19,0.10,0.04,0.22
21.938,0.09,0.22,0.20,0.31
21.948,-0.03,-0.11,0.16,0.19
21.958,0.06,-0.00,-0.30,0.30
21.968,0.02,0.27,-0.16,0.31
21.978,0.14,0.32,0.09,0.36
21.988,0.09,0.25,0.26,0.37
21.998,0.02,-0.04,-0.01,0.04
22.008,0.03,0.10,-0.35,0.37
22.018,0.05,0.24,-0.00,0.25
22.028,0.08,0.25,-0.05,0.27
22.038,-0.05,-0.08,0.33,0.34
22.048,0.13,0.03,-0.32,0.35
22.058,0.14,0.03,0.25,0.29
22.068,0.09,0.36,-0.13,0.39
22.078,0.03,0.04,0.36,0.36
22.087,0.07,-0.01,-0.36,0.37
22.098,0.10,0.17,-0.29,0.35
22.108,0.21,0.32,0.07,0.39
22.117,0.05,0.30,0.26,0.40
22.128,0.01,-0.18,-0.34,0.39
22.137,0.07,0.27,-0.37,0.46
22.147,0.21,0.16,0.03,0.27
22.157,-0.01,0.23,0.19,0.29
22.167,-0.05,-0.26,0.03,0.27
22.178,0.05,0.07,-0.33,0.34
22.187,0.08,0.18,0.04,0.20
22.198,0.13,0.24,-0.09,0.29
22.207,0.08,-0.01,0.41,0.42
22.217,0.11,0.03,0.08,0.14
22.227,0.17,0.19,-0.11,0.28
22.237,0.16,0.36,0.04,0.40
22.247,0.06,0.36,0.23,0.43
22.257,0.02,-0.16,-0.12,0.20
22.267,0.01,0.13,-0.42,0.44
22.277,0.13,0.15,-0.16,0.25
22.287,-0.02,0.30,0.29,0.42
22.298,-0.10,-0.21,0.19,0.31
22.307,0.07,-0.07,-0.23,0.25
22.317,0.23,0.21,0.21,0.37
22.327,0.07,0.34,0.10,0.36
22.337,0.05,0.02,0.20,0.21
22.347,0.07,0.09,-0.14,0.18
22.357,0.07,0.17,-0.26,0.32
22.367,0.12,0.34,0.04,0.36
22.377,-0.00,0.34,0.12,0.36
22.387,-0.05,-0.16,-0.06,0.18
22.397,0.08,0.16,-0.21,0.27
22.407,0.21,0.09,0.03,0.23
22.417,-0.07,0.18,0.07,0.21
22.427,-0.04,-0.21,0.28,0.36
22.437,0.03,0.05,-0.37,0.38
22.447,0.15,0.24,-0.31,0.42
22.457,0.07,0.27,0.13,0.31
22.467,0.01,0.12,0.15,0.19
22.477,0.08,-0.05,-0.29,0.30
22.487,0.09,0.47,-0.41,0.63
22.497,0.18,0.35,-0.09,0.40
22.507,-0.04,0.05,0.15,0.16
22.517,-0.01,-0.09,0.01,0.10
22.527,-0.03,-0.03,-0.48,0.48
22.537,0.19,0.24,0.16,0.35
22.547,0.01,0.20,0.04,0.20
22.557,-0.07,-0.18,0.19,0.27
22.567,0.10,0.09,-0.09,0.16
22.577,0.19,0.21,0.00,0.29
22.587,0.14,0.25,0.01,0.29
22.597,-0.04,0.19,0.23,0.30
22.607,0.09,-0.00,-0.16,0.18
22.617,0.09,0.16,-0.39,0.43
22.627,0.20,0.32,-0.10,0.39
22.637,-0.07,0.38,0.28,0.47
22.647,-0.06,-0.18,-0.02,0.19
22.657,0.07,0.15,-0.17,0.24
22.667,0.16,0.14,0.06,0.23
22.677,0.07,0.22,0.15,0.28
22.687,0.00,-0.13,0.13,0.19
22.697,0.03,0.04,-0.37,0.37
22.707,0.12,0.25,-0.16,0.32
22.717,0.17,0.31,0.06,0.36
22.727,0.03,0.18,0.36,0.40
22.737,0.05,0.12,-0.04,0.14
22.747,0.05,0.20,-0.24,0.32
22.757,0.20,0.30,0.31,0.48
22.766,-0.08,0.40,-0.07,0.41
22.776,-0.04,-0.29,0.28,0.41
22.786,0.02,0.24,-0.64,0.68
22.797,0.08,-0.01,-0.12,0.14
22.806,0.14,0.47,-0.05,0.49
22.816,0.04,-0.07,0.38,0.39
22.826,0.07,-0.03,-0.18,0.19
22.836,0.22,0.20,-0.03,0.30
22.847,0.21,0.43,0.25,0.54
22.856,0.03,0.33,0.30,0.44
22.866,0.08,-0.05,-0.12,0.15
22.876,0.13,0.25,-0.35,0.45
22.886,0.14,0.23,-0.29,0.40
22.896,-0.04,0.47,0.28,0.55
22.906,-0.05,-0.15,-0.17,0.23
22.917,0.01,-0.01,-0.40,0.40
22.926,0.16,0.20,0.04,0.26
22.936,0.02,0.32,0.22,0.39
22.946,-0.01,0.04,0.06,0.07
22.956,0.11,0.01,-0.04,0.12
22.966,0.20,0.12,-0.13,0.27
22.976,0.23,0.40,-0.04,0.46
22.986,-0.00,0.37,0.38,0.53
22.996,0.06,-0.09,-0.34,0.36
23.006,0.08,0.16,-0.45,0.49
23.016,0.19,0.23,0.13,0.32
23.026,-0.04,0.43,-0.03,0.44
23.036,-0.07,-0.17,-0.02,0.18
23.046,0.03,0.14,-0.31,0.34
23.056,0.10,-0.09,-0.07,0.15
23.066,0.09,0.42,0.27,0.51
23.076,-0.02,-0.07,0.37,0.37
23.086,0.09,-0.02,-0.07,0.12
23.096,0.16,0.20,-0.07,0.26
23.106,0.18,0.35,0.07,0.40
23.116,-0.01,0.47,0.28,0.54
23.126,0.02,-0.05,-0.28,0.28
23.136,0.10,0.22,-0.35,0.42
23.146,0.12,0.13,0.03,0.18
23.156,0.01,0.45,0.13,0.46
23.166,-0.01,-0.23,0.15,0.28
23.176,0.04,0.05,-0.25,0.26
23.186,0.12,0.07,0.03,0.15
23.196,0.12,0.42,0.26,0.51
23.206,-0.00,0.04,0.35,0.35
23.216,0.08,-0.06,-0.06,0.11
23.226,0.15,0.20,-0.22,0.34
23.236,0.07,0.31,-0.10,0.34
23.246,-0.08,0.55,0.13,0.57
23.256,0.10,-0.02,0.04,0.11
23.266,-0.00,0.02,-0.40,0.40
23.276,0.11,0.23,0.27,0.37
23.286,0.04,0.38,0.28,0.48
23.296,0.03,-0.01,0.10,0.10
23.306,0.09,-0.06,0.07,0.13
23.316,0.08,0.28,0.16,0.33
23.326,0.05,0.36,0.06,0.37
23.336,0.06,0.14,0.25,0.29
23.346,0.09,0.06,0.03,0.11
23.356,0.11,0.07,-0.19,0.23
23.366,0.13,0.46,0.20,0.52
23.376,-0.04,0.40,-0.04,0.41
23.386,0.07,-0.00,-0.07,0.10
23.396,0.06,0.20,-0.21,0.30
23.406,0.09,0.06,-0.07,0.12
23.416,-0.05,0.49,0.25,0.55
23.426,-0.05,-0.24,0.10,0.27
23.436,0.10,0.08,-0.21,0.25
23.446,0.08,0.04,-0.11,0.14
23.455,0.14,0.51,0.07,0.54
23.465,-0.03,0.10,0.23,0.25
23.476,0.11,-0.03,-0.31,0.33
23.485,0.05,0.30,-0.47,0.56
23.495,0.09,0.37,-0.03,0.38
23.505,-0.01,0.62,0.03,0.62
23.515,0.03,-0.27,-0.11,0.29
23.525,0.04,0.17,-0.22,0.28
23.535,0.12,0.06,0.18,0.23
23.546,-0.03,0.53,0.05,0.53
23.555,-0.01,-0.27,0.16,0.31
23.565,0.06,0.13,-0.06,0.16
23.575,0.11,0.04,-0.24,0.26
23.585,0.07,0.49,-0.02,0.50
23.595,-0.00,0.44,0.02,0.44
23.605,0.17,-0.10,-0.05,0.20
23.615,0.11,0.25,-0.28,0.39
23.625,0.07,0.20,0.05,0.22
23.635,-0.02,0.57,-0.05,0.57
23.645,-0.06,-0.22,-0.11,0.25
23.655,0.06,0.13,-0.28,0.32
23.665,0.08,-0.02,-0.09,0.12
23.675,-0.02,0.52,0.12,0.53
23.685,-0.16,-0.22,0.15,0.31
23.695,0.09,0.08,-0.17,0.21
23.705,0.14,0.01,-0.18,0.23
23.715,0.14,0.44,0.02,0.46
23.725,-0.03,0.19,0.24,0.31
23.735,0.09,-0.05,-0.20,0.23
23.745,-0.00,0.13,-0.48,0.49
23.755,0.09,0.21,-0.09,0.25
23.765,-0.15,0.46,0.15,0.50
23.775,0.03,-0.22,-0.10,0.25
23.785,-0.07,0.03,-0.39,0.39
23.795,0.03,-0.05,-0.20,0.21
23.805,0.04,0.54,0.13,0.56
23.815,-0.07,-0.12,-0.07,0.15
23.825,0.04,-0.09,-0.13,0.17
23.835,0.11,-0.06,-0.12,0.17
23.845,0.16,0.42,-0.16,0.48
23.855,-0.06,0.25,0.15,0.30
23.865,0.02,-0.07,-0.43,0.44
23.875,0.03,-0.00,-0.41,0.41
23.885,0.05,0.20,-0.44,0.48
23.895,-0.14,0.49,0.04,0.51
23.905,-0.03,-0.26,-0.12,0.28
23.915,-0.03,-0.01,-0.30,0.30
23.925,0.05,-0.15,-0.20,0.26
23.935,-0.02,0.42,0.12,0.44
23.945,-0.05,-0.07,0.08,0.12
23.955,0.05,-0.08,-0.11,0.14
23.965,0.13,-0.10,-0.13,0.21
23.975,0.17,0.32,0.09,0.37
23.985,-0.05,0.20,0.05,0.22
23.995,-0.09,-0.01,-0.52,0.53
24.005,0.01,0.01,-0.42,0.42
24.015,0.11,0.12,-0.19,0.25
24.025,-0.02,0.31,0.26,0.40
24.035,-0.11,-0.32,-0.03,0.34
24.045,-0.04,-0.08,-0.24,0.26
24.055,0.09,-0.09,0.18,0.22
24.065,0.08,0.47,0.09,0.49
24.075,-0.07,-0.15,0.32,0.36
24.085,0.05,0.01,-0.04,0.06
24.095,0.07,-0.09,-0.20,0.23
24.105,0.14,0.33,0.14,0.38
24.115,-0.05,0.42,0.19,0.46
24.124,-0.02,-0.26,-0.32,0.41
24.134,0.05,0.04,-0.12,0.13
24.145,0.10,0.08,0.08,0.15
24.155,-0.04,0.38,-0.04,0.38
24.164,-0.09,-0.15,0.16,0.24
24.174,-0.04,-0.06,-0.15,0.17
24.184,0.09,-0.13,-0.08,0.18
24.195,0.09,0.33,0.44,0.56
24.205,-0.07,-0.08,0.23,0.25
24.214,-0.03,-0.08,-0.14,0.16
24.224,0.14,-0.12,-0.08,0.21
24.234,0.15,0.33,0.03,0.36
24.244,-0.08,0.10,0.11,0.17
24.254,-0.06,-0.04,-0.34,0.34
24.264,-0.02,-0.08,-0.17,0.19
24.274,0.15,0.12,0.16,0.25
24.284,-0.09,0.23,0.26,0.36
24.294,-0.07,-0.22,0.17,0.29
24.304,-0.09,-0.10,-0.21,0.25
24.314,0.08,-0.12,0.16,0.22
24.324,0.09,0.36,0.10,0.39
24.334,-0.01,-0.11,0.40,0.41
24.344,0.03,-0.08,-0.10,0.13
24.354,0.07,-0.12,-0.12,0.19
24.364,0.20,0.41,0.10,0.47
24.374,-0.12,0.21,0.15,0.28
24.384,0.01,-0.21,0.12,0.24
24.394,-0.03,-0.00,-0.21,0.21
24.404,0.04,-0.07,-0.15,0.17
24.414,0.01,0.45,0.38,0.59
24.424,-0.12,-0.27,0.24,0.38
24.434,-0.05,-0.12,-0.15,0.20
24.444,0.12,-0.19,0.37,0.44
24.454,0.11,0.39,0.32,0.52
24.464,-0.01,-0.10,0.64,0.65
24.474,-0.01,-0.03,0.01,0.03
24.484,0.08,-0.18,-0.23,0.30
24.494,0.09,0.33,0.20,0.40
24.504,-0.02,0.25,0.31,0.40
24.514,-0.11,-0.18,-0.28,0.35
24.524,0.02,-0.10,-0.14,0.18
24.534,0.06,0.03,0.01,0.07
24.544,-0.06,0.37,0.30,0.48
24.554,-0.12,-0.18,0.21,0.30
24.564,-0.05,-0.23,-0.15,0.28
24.574,0.11,-0.04,0.01,0.12
24.584,0.11,0.30,0.29,0.43
24.594,-0.01,-0.02,0.36,0.36
24.604,-0.02,-0.26,-0.08,0.28
24.614,0.12,-0.06,-0.27,0.30
24.624,0.15,0.27,0.03,0.31
24.634,-0.06,0.26,0.29,0.40
24.644,-0.09,-0.19,-0.01,0.21
24.654,-0.03,-0.18,-0.03,0.19
24.664,0.09,0.02,0.15,0.17
24.674,-0.09,0.35,0.30,0.47
24.684,-0.09,-0.15,0.44,0.48
24.694,-0.01,-0.17,0.08,0.18
24.704,0.09,-0.19,0.08,0.23
24.714,0.11,0.40,0.39,0.57
24.724,-0.01,0.02,0.43,0.43
24.734,-0.02,-0.08,-0.14,0.17
24.744,0.12,-0.19,0.06,0.23
24.754,0.18,0.31,0.18,0.40
24.764,-0.06,0.18,0.28,0.34
24.774,-0.05,-0.12,0.22,0.25
24.784,-0.08,-0.14,-0.18,0.24
24.794,0.08,-0.07,0.05,0.11
24.804,-0.05,0.37,0.38,0.53
24.814,-0.06,-0.27,0.46,0.54
24.823,0.00,-0.11,0.07,0.13
24.834,0.09,-0.18,0.09,0.22
24.844,0.16,0.34,0.41,0.55
24.854,-0.05,0.03,0.41,0.41
24.864,-0.05,-0.09,-0.14,0.17
24.873,0.05,0.02,-0.03,0.06
24.884,0.18,0.21,0.33,0.43
24.893,-0.07,0.22,0.32,0.39
24.903,-0.05,-0.21,0.14,0.26
24.913,-0.00,-0.11,0.26,0.29
24.923,0.05,0.03,0.12,0.13
24.933,0.02,0.23,0.59,0.64
24.943,-0.08,-0.08,0.63,0.64
24.953,-0.05,-0.11,-0.08,0.15
24.964,0.10,-0.01,0.18,0.20
24.973,0.13,0.42,0.37,0.58
24.983,-0.07,0.03,0.28,0.29
24.993,-0.06,-0.06,-0.28,0.29
25.003,0.06,-0.09,-0.23,0.25
25.013,0.16,0.35,0.14,0.40
25.023,-0.07,0.25,0.28,0.38
25.033,-0.08,-0.29,0.07,0.31
25.043,0.03,-0.03,-0.03,0.05
25.053,0.05,-0.10,0.06,0.13
25.063,-0.09,0.40,0.31,0.51
25.073,-0.12,-0.26,0.27,0.39
25.083,-0.00,-0.10,-0.23,0.25
25.093,0.06,-0.06,-0.16,0.18
