time,ax,ay,az,atotal
0.000,0.12,-0.08,0.08,0.16
0.010,0.03,0.09,0.27,0.29
0.020,-0.05,-0.21,0.39,0.44
0.030,0.03,-0.28,0.09,0.29
0.040,0.15,-0.18,-0.02,0.23
0.050,0.15,0.18,0.17,0.29
0.060,-0.04,0.04,0.31,0.32
0.070,0.02,-0.19,-0.10,0.21
0.080,0.01,-0.18,-0.21,0.28
0.090,0.15,0.12,-0.06,0.20
0.100,-0.04,0.06,0.26,0.27
0.110,-0.06,-0.26,0.01,0.26
0.120,0.02,-0.22,-0.09,0.24
0.130,0.14,-0.16,0.01,0.22
0.140,0.06,0.16,0.34,0.39
0.150,-0.03,-0.22,0.46,0.51
0.160,0.04,-0.30,-0.03,0.30
0.170,0.08,-0.12,-0.03,0.15
0.180,0.14,0.26,0.18,0.35
0.190,-0.04,0.03,0.29,0.29
0.199,0.02,-0.26,0.07,0.27
0.210,0.03,-0.16,-0.31,0.35
0.219,0.17,0.01,0.11,0.20
0.230,-0.03,0.30,0.25,0.39
0.240,-0.05,-0.40,0.24,0.47
0.250,0.04,-0.35,-0.04,0.36
0.260,0.13,-0.13,-0.01,0.18
0.269,0.04,0.22,0.29,0.37
0.280,-0.04,-0.05,0.32,0.32
0.290,0.05,-0.37,0.05,0.37
0.299,0.08,-0.15,-0.09,0.19
0.310,0.17,0.21,0.15,0.31
0.319,-0.07,0.12,0.15,0.20
0.330,0.02,-0.27,0.01,0.27
0.339,0.01,-0.30,-0.18,0.35
0.350,0.15,0.02,-0.00,0.15
0.360,-0.07,0.12,0.23,0.27
0.369,-0.05,-0.19,0.17,0.26
0.380,-0.00,-0.35,-0.01,0.35
0.389,0.13,-0.11,0.01,0.18
0.399,0.08,0.16,0.31,0.35
0.409,-0.06,-0.10,0.32,0.34
0.419,0.06,-0.24,0.05,0.25
0.429,0.09,-0.19,-0.14,0.25
0.440,0.14,0.17,0.01,0.22
0.449,-0.08,0.21,0.24,0.33
0.459,-0.05,-0.32,0.05,0.33
0.469,-0.01,-0.29,-0.16,0.34
0.479,0.09,-0.02,0.24,0.26
0.489,-0.08,0.21,0.20,0.30
0.499,-0.01,-0.38,0.39,0.54
0.509,0.02,-0.33,0.07,0.34
0.519,0.12,-0.11,-0.09,0.18
0.529,0.09,0.21,0.03,0.23
0.539,-0.02,-0.07,0.37,0.38
0.549,0.05,-0.29,-0.01,0.30
0.559,0.07,-0.18,-0.22,0.29
0.569,0.19,0.11,-0.19,0.30
0.579,-0.11,0.13,0.57,0.60
0.589,-0.01,-0.30,0.20,0.36
0.599,-0.04,-0.27,-0.19,0.34
0.609,0.12,-0.11,-0.00,0.16
0.619,-0.01,0.16,0.36,0.39
0.629,-0.03,-0.19,0.23,0.30
0.639,0.01,-0.36,-0.02,0.37
0.649,0.10,-0.24,-0.12,0.28
0.659,0.07,0.18,0.06,0.20
0.669,0.01,-0.01,0.52,0.52
0.679,0.04,-0.32,-0.02,0.32
0.689,0.03,-0.17,-0.10,0.20
0.699,0.08,0.12,-0.15,0.21
0.709,0.02,0.05,0.42,0.43
0.719,-0.05,-0.19,0.09,0.22
0.729,-0.03,-0.37,-0.25,0.44
0.739,0.10,-0.11,0.04,0.15
0.749,-0.03,0.19,0.25,0.31
0.759,-0.01,-0.27,0.45,0.53
0.769,0.02,-0.27,0.04,0.28
0.779,0.08,-0.22,-0.14,0.27
0.789,0.13,0.12,0.04,0.18
0.799,0.03,-0.02,0.55,0.55
0.809,0.05,-0.28,-0.03,0.29
0.819,0.02,-0.19,-0.27,0.33
0.829,0.13,0.09,-0.16,0.23
0.839,-0.07,0.08,0.35,0.36
0.849,-0.03,-0.24,0.25,0.35
0.859,-0.05,-0.24,-0.20,0.32
0.869,0.11,-0.15,-0.18,0.25
0.879,-0.01,0.09,0.37,0.38
0.888,-0.06,-0.24,0.50,0.56
0.899,0.01,-0.34,0.15,0.37
0.909,0.09,-0.11,-0.19,0.23
0.919,0.11,0.15,-0.13,0.23
0.928,-0.00,-0.01,0.63,0.63
0.938,0.01,-0.20,0.00,0.20
0.948,-0.01,-0.30,-0.22,0.37
0.959,0.10,0.03,-0.07,0.13
0.969,-0.06,0.16,0.34,0.38
0.979,-0.05,-0.34,0.26,0.43
0.988,-0.03,-0.31,-0.16,0.35
0.998,0.10,-0.21,-0.07,0.24
1.009,0.09,0.11,0.36,0.39
1.018,-0.01,-0.18,0.47,0.50
1.029,0.04,-0.32,0.07,0.33
1.038,0.05,-0.14,-0.17,0.22
1.048,0.14,0.06,0.20,0.25
1.058,-0.05,0.04,0.40,0.41
1.068,-0.00,-0.27,0.01,0.27
1.078,-0.01,-0.20,-0.29,0.35
1.088,0.10,-0.06,0.09,0.15
1.098,-0.03,0.16,0.44,0.47
1.108,-0.14,-0.75,0.30,0.82
1.118,0.06,0.01,-0.15,0.16
1.128,0.14,-0.16,-0.13,0.24
1.138,0.06,0.04,0.32,0.33
1.148,-0.05,-0.16,0.36,0.40
1.158,0.02,-0.33,-0.04,0.33
1.168,0.10,-0.16,-0.05,0.19
1.178,0.14,0.11,0.16,0.24
1.188,-0.09,0.04,0.35,0.36
1.198,-0.03,-0.29,0.13,0.32
1.208,-0.03,-0.24,-0.25,0.35
1.218,0.17,-0.07,-0.01,0.19
1.228,-0.06,0.19,0.31,0.37
1.238,-0.15,-0.46,0.17,0.52
1.248,0.02,-0.27,0.06,0.27
1.258,0.17,-0.19,0.07,0.27
1.268,0.08,0.04,0.30,0.31
1.278,-0.04,-0.09,0.41,0.42
1.288,0.02,-0.29,-0.10,0.31
1.298,0.07,-0.18,-0.01,0.19
1.308,0.17,0.10,0.12,0.23
1.318,-0.09,0.05,0.27,0.28
1.328,-0.04,-0.24,0.03,0.24
1.338,0.01,-0.19,-0.16,0.25
1.348,0.10,-0.08,0.05,0.14
1.358,-0.04,-0.02,0.31,0.32
1.368,-0.10,-0.37,0.26,0.46
1.378,0.02,-0.41,0.00,0.41
1.388,0.14,-0.09,0.07,0.18
1.398,0.05,0.08,0.29,0.30
1.408,-0.01,-0.16,0.36,0.39
1.418,0.05,-0.17,0.07,0.18
1.428,0.04,-0.16,-0.15,0.22
1.438,0.12,0.07,0.04,0.14
1.448,-0.03,0.05,0.44,0.44
1.458,-0.07,-0.30,0.14,0.34
1.468,0.04,-0.35,0.09,0.37
1.478,-0.04,-0.05,0.27,0.27
1.488,0.06,0.05,0.35,0.36
1.498,-0.00,-0.23,0.29,0.37
1.508,0.02,-0.30,0.28,0.41
1.518,0.19,0.38,0.13,0.44
1.528,0.09,-0.40,-0.39,0.57
1.538,-0.02,-0.16,0.27,0.32
1.548,0.05,-0.18,0.26,0.32
1.558,0.08,0.13,0.51,0.53
1.568,0.07,0.13,0.05,0.15
1.578,-0.08,-0.46,-0.09,0.47
1.588,-0.05,-0.10,0.13,0.17
1.598,-0.07,-0.22,-0.15,0.28
1.608,0.01,-0.16,-0.32,0.36
1.618,-0.03,-0.23,-0.10,0.26
1.628,-0.08,-0.22,0.40,0.46
1.637,0.10,-0.37,0.40,0.55
1.648,0.09,-0.03,0.09,0.13
1.657,0.06,0.10,-0.05,0.13
1.667,-0.04,-0.16,0.11,0.20
1.677,0.07,-0.23,0.33,0.41
1.687,0.13,-0.14,0.02,0.19
1.697,0.12,0.08,-0.16,0.21
1.707,-0.14,0.06,0.08,0.18
1.717,-0.02,-0.25,0.38,0.46
1.728,0.02,-0.44,-0.05,0.44
1.737,0.03,-0.03,-0.17,0.18
1.747,-0.05,-0.04,0.02,0.06
1.757,-0.11,-0.31,0.48,0.58
1.767,0.04,-0.22,0.58,0.62
1.777,0.11,-0.12,0.07,0.18
1.787,0.05,0.05,-0.03,0.08
1.797,-0.01,0.07,0.55,0.56
1.807,0.04,-0.25,0.11,0.28
1.817,0.05,-0.16,-0.12,0.21
1.827,0.08,0.05,0.01,0.10
1.837,-0.04,0.04,0.54,0.54
1.847,-0.06,-0.30,0.42,0.52
1.857,-0.06,-0.37,-0.12,0.40
1.867,0.05,-0.11,-0.10,0.16
1.877,0.02,0.18,0.41,0.45
1.887,-0.02,-0.28,0.48,0.55
1.897,0.01,-0.40,0.13,0.42
1.907,0.10,-0.03,-0.14,0.18
1.917,0.14,0.06,0.24,0.29
1.927,-0.06,0.02,0.45,0.45
1.937,0.01,-0.33,0.19,0.38
1.947,0.03,-0.20,-0.15,0.25
1.957,0.09,0.01,-0.10,0.14
1.967,-0.05,0.18,0.29,0.35
1.977,-0.03,-0.41,0.63,0.75
1.987,-0.05,-0.27,-0.25,0.37
1.997,0.09,-0.23,-0.05,0.26
2.007,-0.00,0.15,0.47,0.50
2.017,-0.05,-0.14,0.53,0.55
2.027,0.05,-0.43,0.16,0.46
2.037,0.09,-0.22,-0.10,0.26
2.047,0.12,0.23,0.15,0.30
2.057,-0.06,0.10,0.41,0.42
2.067,0.01,-0.27,0.20,0.33
2.077,0.02,-0.30,-0.03,0.30
2.087,0.09,-0.06,-0.05,0.12
2.097,-0.10,0.14,0.38,0.42
2.107,-0.06,-0.24,0.45,0.52
2.117,-0.06,-0.37,-0.08,0.38
2.127,0.09,-0.25,0.00,0.26
2.137,0.06,0.23,0.32,0.40
2.147,-0.06,-0.18,0.42,0.46
2.157,0.04,-0.27,0.23,0.36
2.167,0.09,-0.19,0.04,0.21
2.177,0.13,0.06,0.13,0.19
2.187,-0.09,0.08,0.42,0.44
2.197,0.01,-0.20,0.10,0.22
2.207,-0.01,-0.35,0.03,0.36
2.217,0.11,0.02,-0.02,0.12
2.227,-0.04,0.06,0.28,0.29
2.237,-0.09,-0.31,0.40,0.52
2.247,0.01,-0.27,0.06,0.28
2.257,0.05,-0.29,-0.02,0.30
2.267,0.09,0.09,0.40,0.42
2.277,-0.08,-0.03,0.56,0.57
2.287,0.02,-0.42,0.09,0.43
2.297,0.06,-0.11,-0.05,0.13
2.307,0.12,0.20,0.05,0.24
2.317,-0.04,-0.02,0.47,0.47
2.327,-0.04,-0.25,0.26,0.36
2.337,-0.02,-0.24,-0.17,0.29
2.347,0.04,-0.11,-0.02,0.12
2.356,-0.06,0.13,0.43,0.46
2.367,-0.03,-0.28,0.42,0.51
2.377,0.09,-0.55,0.13,0.57
2.386,0.27,-0.27,-0.09,0.39
2.397,0.16,-0.05,0.30,0.35
2.406,-0.02,-0.03,0.46,0.47
2.416,-0.07,-0.07,0.21,0.23
2.426,-0.08,-0.01,-0.17,0.19
2.436,-0.03,0.15,0.07,0.17
2.446,-0.09,0.19,0.38,0.43
2.456,0.01,-0.30,0.21,0.36
2.466,-0.04,-0.33,-0.05,0.33
2.476,0.09,-0.14,-0.07,0.18
2.486,-0.02,0.04,0.34,0.35
2.496,-0.05,-0.18,0.51,0.55
2.506,-0.05,-0.37,0.04,0.38
2.516,0.00,-0.25,0.06,0.26
2.526,-0.33,0.07,0.68,0.76
2.536,0.00,0.15,0.37,0.40
2.546,0.23,-0.21,-0.32,0.45
2.556,0.06,-0.23,-0.16,0.28
2.566,0.08,0.07,0.02,0.11
2.576,-0.04,0.06,0.35,0.36
2.586,-0.09,-0.18,0.21,0.29
2.596,-0.04,-0.32,-0.14,0.35
2.606,0.04,-0.21,-0.03,0.22
2.616,-0.02,0.23,0.35,0.42
2.626,-0.08,-0.23,0.31,0.39
2.636,0.00,-0.32,0.17,0.36
2.646,0.05,-0.18,-0.01,0.18
2.656,0.12,0.06,0.25,0.28
2.666,-0.09,0.14,0.31,0.35
2.676,0.03,-0.36,0.14,0.38
2.686,-0.02,-0.18,-0.14,0.23
2.696,0.12,-0.06,-0.06,0.15
2.706,-0.04,0.27,0.09,0.29
2.716,-0.15,-0.28,0.39,0.50
2.726,-0.08,-0.37,0.13,0.40
2.736,0.08,-0.10,-0.29,0.32
2.746,-0.07,0.10,0.25,0.27
2.756,-0.08,-0.11,0.53,0.54
2.766,0.05,-0.37,0.05,0.37
2.776,0.07,-0.19,-0.04,0.20
2.786,0.10,0.14,0.04,0.18
2.796,-0.09,0.04,0.32,0.34
2.806,0.01,-0.26,0.17,0.31
2.816,-0.04,-0.24,-0.20,0.32
2.826,0.08,0.03,-0.09,0.12
2.836,-0.11,0.10,0.27,0.31
2.846,-0.09,-0.28,0.21,0.36
2.856,-0.04,-0.41,-0.10,0.43
2.866,0.04,-0.17,-0.13,0.22
2.876,0.02,0.17,0.15,0.23
2.886,-0.07,-0.18,0.37,0.42
2.896,0.01,-0.36,0.11,0.37
2.906,0.10,-0.22,-0.03,0.24
2.916,0.14,0.16,-0.16,0.26
2.926,-0.13,0.11,0.53,0.56
2.937,0.00,-0.21,0.22,0.30
2.946,0.01,-0.34,-0.13,0.37
2.956,0.08,-0.01,-0.20,0.22
2.966,-0.13,0.17,0.18,0.28
2.976,-0.10,-0.20,0.09,0.24
2.986,-0.06,-0.45,0.03,0.46
2.996,0.07,-0.22,-0.11,0.25
3.005,-0.03,0.09,0.20,0.22
3.015,-0.08,-0.03,0.40,0.41
3.026,0.00,-0.29,0.06,0.29
3.036,0.10,-0.23,0.06,0.26
3.045,0.08,0.09,-0.07,0.14
3.055,-0.07,0.21,0.41,0.46
3.066,-0.01,-0.22,0.16,0.27
3.075,-0.02,-0.21,-0.11,0.24
3.086,0.07,-0.10,-0.14,0.19
3.095,-0.15,0.14,0.11,0.24
3.105,-0.14,-0.18,0.16,0.28
3.115,-0.07,-0.37,-0.12,0.39
3.125,0.09,-0.26,0.06,0.28
3.135,0.06,0.07,0.25,0.27
3.146,-0.06,0.05,0.58,0.58
3.155,0.04,-0.35,0.21,0.41
3.165,0.06,-0.20,-0.05,0.21
3.175,0.08,0.12,-0.01,0.14
3.185,-0.10,0.28,0.27,0.40
3.195,-0.04,-0.24,0.20,0.31
3.205,-0.02,-0.28,-0.21,0.35
3.215,0.05,-0.16,-0.21,0.27
3.225,-0.08,0.18,0.25,0.32
3.235,-0.13,-0.15,0.31,0.37
3.245,-0.06,-0.51,0.09,0.52
3.255,0.10,-0.27,0.09,0.30
3.265,0.03,0.03,0.13,0.13
3.275,-0.05,0.00,0.33,0.34
3.285,0.16,-0.04,0.20,0.26
3.295,0.03,-0.16,0.11,0.19
3.305,0.07,0.13,-0.28,0.32
3.315,-0.10,0.14,0.47,0.50
3.325,-0.04,-0.14,0.04,0.15
3.335,-0.04,-0.33,-0.13,0.36
3.345,0.04,-0.14,-0.17,0.23
3.355,-0.05,0.10,0.23,0.25
3.365,-0.11,-0.23,0.34,0.43
3.375,-0.01,-0.37,0.07,0.37
3.385,0.08,-0.24,0.03,0.25
3.395,0.02,0.19,0.05,0.19
3.406,-0.08,0.04,0.45,0.46
3.415,0.02,-0.19,0.10,0.21
3.425,-0.02,-0.16,-0.13,0.21
3.435,0.07,0.09,-0.12,0.17
3.445,-0.09,0.20,0.28,0.35
3.455,-0.06,-0.21,0.15,0.26
3.465,-0.04,-0.36,-0.22,0.42
3.475,0.05,-0.08,-0.07,0.12
3.485,-0.07,0.07,0.18,0.21
3.495,-0.12,-0.20,0.38,0.45
3.505,-0.01,-0.27,0.12,0.30
3.515,0.05,-0.24,-0.10,0.27
3.525,0.05,0.13,0.16,0.21
3.535,-0.09,0.20,0.38,0.44
3.545,0.03,-0.24,0.10,0.27
3.555,0.02,-0.19,0.04,0.20
3.565,-0.01,0.04,-0.19,0.20
3.575,-0.08,0.17,0.29,0.35
3.585,-0.07,-0.16,0.18,0.25
3.595,-0.07,-0.31,-0.08,0.33
3.605,-0.01,-0.16,-0.21,0.26
3.615,-0.06,0.08,0.21,0.24
3.625,-0.09,0.00,0.33,0.34
3.634,0.06,-0.29,0.21,0.36
3.644,0.10,-0.19,0.10,0.24
3.654,0.02,0.14,0.04,0.14
3.665,-0.00,0.22,0.46,0.51
3.675,0.02,-0.18,0.37,0.41
3.684,0.03,-0.22,-0.09,0.24
3.695,0.06,-0.05,-0.08,0.11
3.705,-0.13,0.32,0.18,0.39
3.715,-0.13,-0.17,0.19,0.28
3.724,-0.04,-0.28,-0.03,0.28
3.735,0.06,-0.25,0.12,0.28
3.745,-0.08,0.13,0.17,0.23
3.755,-0.10,-0.07,0.47,0.48
3.765,0.01,-0.29,0.25,0.38
3.775,0.11,-0.14,-0.01,0.18
3.784,0.05,0.11,0.06,0.14
3.795,-0.01,0.28,0.45,0.53
3.804,-0.00,-0.18,0.14,0.23
3.814,-0.02,-0.23,-0.05,0.23
3.824,0.04,0.09,-0.00,0.10
3.834,-0.13,0.09,0.16,0.23
3.844,-0.08,-0.18,0.38,0.42
3.854,-0.09,-0.23,-0.15,0.29
3.864,0.09,-0.26,-0.12,0.30
3.874,0.01,0.18,0.41,0.45
3.884,-0.07,-0.03,0.35,0.36
3.894,0.02,-0.27,0.13,0.30
3.904,0.07,-0.07,0.14,0.17
3.914,0.05,0.17,0.06,0.19
3.924,-0.09,0.19,0.39,0.44
3.934,-0.05,-0.00,0.30,0.30
3.944,-0.04,-0.16,-0.13,0.21
3.954,0.05,-0.09,-0.13,0.17
3.964,-0.11,0.24,0.39,0.47
3.974,-0.09,-0.14,0.19,0.25
3.984,-0.02,-0.34,0.13,0.36
3.994,0.04,-0.13,0.02,0.14
4.004,-0.01,0.06,0.11,0.13
4.014,-0.07,-0.02,0.56,0.56
4.024,0.03,-0.09,0.15,0.18
4.034,0.03,-0.16,-0.02,0.17
4.044,0.06,0.16,-0.20,0.26
4.054,-0.06,0.20,0.45,0.49
4.064,-0.01,-0.12,0.34,0.36
4.074,-0.03,-0.12,-0.12,0.17
4.084,0.06,-0.04,-0.33,0.34
4.094,-0.09,0.20,0.27,0.35
4.104,-0.13,-0.10,0.38,0.42
4.114,-0.04,-0.25,0.06,0.26
4.124,0.05,-0.14,-0.00,0.15
4.134,0.05,0.14,0.07,0.17
4.144,-0.08,0.08,0.47,0.48
4.154,0.00,-0.19,0.34,0.39
4.164,0.03,-0.10,-0.02,0.10
4.174,0.08,0.09,0.00,0.12
4.184,-0.10,0.23,0.36,0.44
4.194,-0.04,-0.06,0.22,0.23
4.204,-0.05,-0.17,-0.21,0.27
4.214,0.06,-0.07,-0.21,0.23
4.224,-0.07,0.10,0.21,0.24
4.234,-0.14,-0.13,0.21,0.28
4.244,-0.03,-0.28,0.07,0.29
4.254,0.04,-0.13,-0.00,0.14
4.264,0.04,0.10,0.20,0.23
4.274,-0.07,0.08,0.41,0.42
4.284,0.00,-0.15,0.10,0.18
4.294,0.02,-0.13,0.03,0.13
4.304,0.03,0.13,-0.10,0.17
4.314,-0.10,0.18,0.15,0.26
4.324,-0.03,-0.11,0.17,0.20
4.333,-0.08,-0.14,-0.14,0.22
4.344,0.09,-0.13,-0.14,0.21
4.353,-0.13,0.06,0.23,0.27
4.364,-0.12,-0.14,0.24,0.30
4.373,-0.03,-0.25,0.29,0.38
4.383,0.05,-0.15,0.05,0.16
4.394,0.04,0.05,0.13,0.15
4.404,-0.12,0.11,0.44,0.46
4.413,-0.00,-0.05,0.06,0.08
4.423,-0.04,-0.11,-0.07,0.14
4.434,0.09,0.08,-0.30,0.32
4.444,-0.08,0.12,0.22,0.26
4.453,-0.08,-0.10,0.25,0.28
4.463,-0.07,-0.23,-0.16,0.28
4.473,0.03,-0.12,-0.10,0.15
4.484,-0.12,0.19,0.26,0.34
4.493,-0.15,-0.13,0.42,0.47
4.503,-0.01,-0.21,0.24,0.32
4.513,0.06,-0.03,-0.01,0.06
4.523,0.11,0.14,-0.09,0.20
4.533,-0.14,0.16,0.53,0.57
4.543,-0.18,0.06,0.19,0.27
4.553,-0.14,0.04,-0.04,0.15
4.563,0.14,0.04,-0.11,0.18
4.573,-0.01,-0.08,0.09,0.12
4.583,-0.12,-0.21,0.13,0.28
4.593,-0.07,-0.23,-0.12,0.27
4.603,0.10,-0.25,-0.10,0.28
4.613,0.00,-0.09,0.23,0.24
4.623,-0.12,-0.09,0.30,0.33
4.633,-0.01,-0.24,0.07,0.26
4.643,0.03,-0.11,-0.06,0.13
4.653,0.05,0.04,0.11,0.12
4.663,-0.10,0.10,0.35,0.38
4.673,-0.05,-0.04,0.03,0.07
4.683,-0.02,-0.16,-0.04,0.16
4.693,0.02,0.06,-0.21,0.22
4.703,-0.15,0.02,0.17,0.23
4.713,-0.10,-0.09,0.20,0.24
4.723,-0.07,-0.30,-0.12,0.33
4.733,0.02,-0.10,-0.06,0.12
4.743,-0.04,0.10,0.38,0.40
4.753,-0.11,-0.07,0.40,0.42
4.763,-0.01,-0.20,0.12,0.23
4.773,0.03,-0.12,-0.03,0.12
4.783,0.07,0.12,0.05,0.15
4.793,-0.11,0.11,0.31,0.35
4.803,-0.03,-0.09,0.08,0.12
4.813,-0.05,-0.22,-0.03,0.22
4.823,0.08,-0.09,-0.17,0.21
4.833,-0.15,0.02,0.19,0.24
4.843,-0.13,-0.12,0.05,0.18
4.853,-0.07,-0.33,-0.04,0.34
4.863,0.08,-0.24,-0.05,0.25
4.873,-0.05,0.00,0.18,0.19
4.883,-0.11,-0.06,0.48,0.49
4.893,-0.05,-0.16,0.04,0.17
4.903,0.02,-0.18,-0.06,0.19
4.913,0.06,0.16,0.07,0.19
4.923,-0.13,0.21,0.25,0.35
4.933,-0.03,-0.09,0.20,0.22
4.943,0.10,-0.03,-0.50,0.51
4.953,0.04,-0.08,-0.29,0.30
4.963,-0.22,0.03,0.79,0.82
4.973,-0.16,-0.05,0.53,0.56
4.983,-0.10,-0.28,-0.09,0.31
4.993,0.08,-0.15,0.06,0.18
5.003,-0.03,-0.01,0.17,0.17
5.013,-0.09,-0.05,0.45,0.47
5.023,-0.04,-0.15,0.17,0.23
5.033,-0.00,-0.17,-0.10,0.20
5.043,0.09,0.02,0.15,0.18
5.053,-0.13,0.20,0.27,0.36
5.062,-0.05,-0.18,0.11,0.21
5.072,-0.09,-0.17,-0.06,0.20
5.083,0.07,-0.17,-0.15,0.24
5.092,-0.12,0.00,0.24,0.27
5.103,-0.16,-0.15,0.26,0.34
5.113,-0.06,-0.32,0.02,0.33
5.122,0.05,-0.17,-0.06,0.19
5.133,-0.02,0.13,0.16,0.21
5.142,-0.13,0.03,0.42,0.44
5.152,-0.02,-0.15,0.17,0.23
5.162,0.01,-0.07,0.02,0.08
5.172,0.08,0.07,0.08,0.14
5.182,-0.14,0.12,0.32,0.36
5.192,-0.10,-0.12,0.14,0.21
5.202,-0.06,-0.21,-0.08,0.23
5.212,0.05,-0.15,-0.18,0.24
5.222,-0.13,0.06,0.21,0.26
5.232,-0.12,-0.10,0.28,0.32
5.242,-0.04,-0.30,0.13,0.33
5.252,0.08,-0.24,0.03,0.25
5.262,0.03,0.08,0.22,0.23
5.272,-0.12,0.05,0.44,0.46
5.282,-0.02,-0.10,0.24,0.26
5.292,0.01,-0.17,-0.03,0.18
5.302,0.08,0.00,0.05,0.09
5.312,-0.15,0.20,0.40,0.47
5.322,-0.09,-0.13,0.14,0.21
5.332,-0.08,-0.23,-0.11,0.27
5.342,0.03,-0.17,-0.12,0.20
5.352,-0.09,0.01,0.25,0.26
5.362,-0.11,-0.12,0.36,0.39
5.372,-0.02,-0.30,0.13,0.33
5.382,0.02,-0.25,0.02,0.25
5.392,0.03,0.04,0.24,0.25
5.402,-0.12,0.07,0.56,0.57
5.412,-0.07,-0.12,0.20,0.24
5.422,-0.06,-0.16,-0.12,0.21
5.432,0.05,0.07,-0.03,0.09
5.442,-0.13,0.05,0.31,0.34
5.452,-0.09,-0.19,0.18,0.28
5.462,-0.08,-0.26,-0.14,0.31
5.472,0.05,-0.24,-0.04,0.25
5.482,-0.09,0.03,0.30,0.31
5.492,-0.11,-0.10,0.35,0.38
5.502,-0.06,-0.30,0.23,0.38
5.512,0.04,-0.16,0.01,0.16
5.522,0.06,-0.01,0.31,0.31
5.532,-0.12,0.09,0.43,0.46
5.542,-0.01,-0.19,0.27,0.33
5.552,-0.05,-0.14,-0.05,0.15
5.562,0.05,-0.06,-0.03,0.08
5.572,-0.13,0.16,0.32,0.38
5.582,-0.12,-0.20,0.27,0.35
5.592,-0.09,-0.31,-0.02,0.32
5.602,0.03,-0.25,-0.02,0.25
5.612,-0.08,0.00,0.34,0.35
5.622,-0.11,-0.10,0.45,0.48
5.632,-0.02,-0.32,0.26,0.41
5.642,0.01,-0.24,0.04,0.24
5.652,0.06,0.06,0.14,0.17
5.662,-0.17,0.09,0.39,0.44
5.672,-0.33,0.03,0.19,0.38
5.682,-0.19,0.05,-0.16,0.26
5.691,0.15,-0.18,-0.18,0.29
5.701,0.06,-0.20,0.32,0.38
5.712,-0.05,-0.35,0.22,0.42
5.722,-0.14,-0.33,0.00,0.36
5.732,0.05,-0.21,0.00,0.21
5.741,0.02,-0.10,0.24,0.26
5.751,-0.08,-0.06,0.48,0.49
5.762,-0.02,-0.21,0.15,0.26
5.771,0.01,-0.22,-0.09,0.24
5.782,0.03,0.09,0.03,0.10
5.791,-0.15,0.13,0.37,0.42
5.802,-0.06,-0.30,0.28,0.42
5.812,-0.08,-0.25,-0.05,0.27
5.821,0.05,-0.13,-0.10,0.17
5.831,-0.16,0.08,0.28,0.33
5.841,-0.13,-0.19,0.33,0.40
5.851,-0.12,-0.36,0.07,0.38
5.861,-0.04,-0.22,-0.13,0.26
5.871,0.06,0.07,0.38,0.39
5.881,-0.09,-0.03,0.44,0.45
5.891,-0.02,-0.28,0.19,0.34
5.901,-0.01,-0.21,-0.02,0.21
5.911,0.05,0.05,0.03,0.08
5.921,-0.10,0.11,0.32,0.35
5.931,-0.12,-0.19,0.19,0.30
5.941,-0.22,-0.19,-0.13,0.32
5.951,-0.08,-0.01,-0.15,0.18
5.962,-0.03,-0.12,0.18,0.22
5.971,0.00,-0.21,0.32,0.38
5.981,-0.08,-0.35,0.22,0.42
5.991,0.05,-0.31,0.03,0.31
6.001,-0.02,0.08,0.18,0.20
6.011,-0.12,-0.06,0.42,0.44
6.021,-0.02,-0.20,0.38,0.42
6.031,-0.03,-0.19,-0.08,0.21
6.041,0.03,-0.03,0.08,0.09
6.051,-0.17,0.25,0.40,0.50
6.061,-0.08,-0.31,0.29,0.44
6.071,-0.08,-0.27,-0.03,0.29
6.081,-0.03,-0.14,-0.10,0.18
6.091,-0.12,0.02,0.22,0.25
6.101,-0.12,-0.18,0.41,0.46
6.111,-0.05,-0.30,0.14,0.33
6.121,0.01,-0.28,-0.06,0.29
6.131,0.01,0.08,0.18,0.20
6.141,-0.09,0.11,0.48,0.50
6.151,-0.06,-0.35,0.24,0.43
6.161,0.01,-0.21,0.08,0.22
6.171,0.02,-0.01,0.04,0.05
6.181,-0.17,0.04,0.29,0.34
6.191,-0.33,-0.16,0.85,0.93
6.201,-0.13,-0.41,0.28,0.51
6.211,-0.21,-0.27,-0.08,0.35
6.221,0.06,0.22,-0.00,0.23
6.231,0.26,-0.09,-0.16,0.32
6.241,0.00,-0.34,0.21,0.39
6.251,-0.07,-0.20,0.29,0.37
6.261,-0.02,0.02,0.09,0.10
6.271,-0.01,0.07,0.40,0.40
6.281,-0.10,-0.11,0.24,0.29
6.291,-0.08,-0.37,0.03,0.38
6.301,-0.09,-0.03,0.00,0.10
6.311,0.11,0.22,-0.01,0.25
6.321,-0.20,-0.18,-0.02,0.27
6.331,-0.17,-0.23,-0.03,0.29
6.341,0.06,-0.26,-0.00,0.27
6.351,-0.02,-0.01,0.42,0.42
6.361,-0.06,-0.02,0.40,0.40
6.371,-0.03,-0.33,0.15,0.37
6.381,0.02,-0.20,0.08,0.22
6.391,-0.05,0.12,-0.05,0.14
6.401,-0.01,0.03,0.54,0.54
6.411,-0.05,-0.10,0.13,0.18
6.421,-0.03,-0.28,-0.24,0.37
6.431,-0.01,0.05,-0.04,0.07
6.440,-0.17,0.10,0.31,0.37
6.450,-0.15,-0.20,0.08,0.26
6.460,-0.06,-0.37,0.17,0.42
6.470,-0.01,-0.11,0.00,0.11
