Group numbers,Specimen material,Test type,
,,,
,,,
Results Table 1,,,
,Group numbers,Specimen material,Test type
2,17,erethane_foam,compression
,,,
Results Table 2,,,
,,,
,,,
,,,
Time,Displacement,Force,
(s),(mm),(N),
371.4,12.38009,26.85029,
371.5,12.38314,26.91311,
371.6,12.38711,26.80001,
371.7,12.39011,26.80364,
371.8,12.39321,26.961,
371.9,12.39707,26.69154,
372,12.40012,26.82605,
372.1,12.40323,26.7679,
372.2,12.40709,26.85923,
372.3,12.41009,26.73976,
372.4,12.41325,26.8815,
372.5,12.417,26.85403,
372.6,12.42011,26.78324,
372.7,12.42327,26.80292,
372.8,12.42696,26.66446,
372.9,12.43007,26.78303,
373,12.43329,26.92458,
373.1,12.43687,26.92743,
373.2,12.44009,26.82428,
373.3,12.44336,26.84806,
373.4,12.44684,26.86651,
373.5,12.45016,27.03445,
373.6,12.45338,26.83798,
373.7,12.45675,26.96507,
373.8,12.46018,26.80143,
373.9,12.46339,26.88682,
374,12.46671,26.7895,
374.1,12.47025,26.70274,
374.2,12.47341,26.8848,
374.3,12.47662,26.86469,
374.4,12.48027,26.9299,
374.5,12.48343,26.8612,
374.6,12.48664,26.83829,
374.7,12.49028,27.16752,
374.8,12.49339,26.86583,
374.9,12.49661,27.00466,
375,12.50036,26.97502,
375.1,12.50341,26.68389,
375.2,12.50657,26.90376,
375.3,12.51037,26.90787,
375.4,12.51343,27.01629,
375.5,12.51654,27.0006,
375.6,12.52045,26.82539,
375.7,12.52345,26.83622,
375.8,12.5265,26.77956,
375.9,12.53047,26.85189,
376,12.53346,27.00395,
376.1,12.53652,26.96401,
376.2,12.54048,26.83447,
376.3,12.54343,26.86388,
376.4,12.54648,26.95029,
376.5,12.5505,26.89178,
376.6,12.55345,26.97017,
376.7,12.5565,26.95017,
376.8,12.56046,26.79952,
376.9,12.56341,26.96541,
377,12.56652,26.94601,
377.1,12.57043,26.88962,
377.2,12.57343,26.97011,
377.3,12.57659,27.12206,
377.4,12.58034,26.93652,
377.5,12.58339,26.89578,
377.6,12.58661,26.97745,
377.7,12.5903,27.09432,
377.8,12.59341,26.97619,
377.9,12.59668,27.03621,
378,12.60021,26.9249,
378.1,12.60343,27.03466,
378.2,12.6067,26.92575,
378.3,12.61018,26.84078,
378.4,12.6135,27.02252,
378.5,12.61671,26.99713,
378.6,12.62009,26.95678,
378.7,12.62352,27.04815,
378.8,12.62668,26.99256,
378.9,12.63011,26.81437,
379,12.63359,26.91479,
379.1,12.6367,26.96614,
379.2,12.64002,26.95687,
379.3,12.64355,27.07731,
379.4,12.64677,26.77178,
379.5,12.64998,26.90254,
379.6,12.65362,26.90463,
379.7,12.65679,26.94271,
379.8,12.65995,27.01891,
379.9,12.66364,26.91542,
380,12.6668,26.90301,
380.1,12.66991,26.82887,
380.2,12.67371,26.96254,
380.3,12.67682,27.07199,
380.4,12.67987,27.07464,
380.5,12.68373,27.21094,
380.6,12.68678,27.09539,
380.7,12.68984,26.99943,
380.8,12.6938,27.14254,
380.9,12.6968,26.80091,
381,12.6998,27.02348,
381.1,12.70382,26.87152,
381.2,12.70671,26.96562,
381.3,12.70982,27.06502,
381.4,12.71384,27.08145,
381.5,12.71673,27.12936,
381.6,12.71989,26.90908,
381.7,12.7238,27.05327,
381.8,12.7267,27.02469,
381.9,12.72991,26.96982,
382,12.73371,27.0006,
382.1,12.73677,27.03151,
382.2,12.73993,27.05625,
382.3,12.74362,27.09893,
382.4,12.74679,27.15819,
382.5,12.74995,26.99116,
382.6,12.75359,27.29293,
382.7,12.7568,27.12318,
382.8,12.75996,27.12999,
382.9,12.76355,27.10569,
383,12.76682,27.16836,
383.1,12.76998,27.02675,
383.2,12.77352,27.17439,
383.3,12.77684,26.96988,
383.4,12.78,27.14919,
383.5,12.78348,27.10439,
383.6,12.78686,27.09307,
383.7,12.79007,27.14357,
383.8,12.79339,27.22233,
383.9,12.79688,27.06123,
384,12.80009,27.25799,
384.1,12.80341,27.25834,
384.2,12.80689,27.14367,
384.3,12.81011,27.05594,
384.4,12.81332,27.41078,
384.5,12.81691,27.16478,
384.6,12.82012,27.06358,
384.7,12.82329,27.21273,
384.8,12.82693,27.10984,
384.9,12.83014,27.01251,
385,12.83325,27.2324,
385.1,12.83705,27.13799,
385.2,12.84011,27.11348,
385.3,12.84321,27.20572,
385.4,12.84707,27.08213,
385.5,12.85007,27.14796,
385.6,12.85318,27.0675,
385.7,12.85714,27.1876,
385.8,12.86009,27.17528,
385.9,12.8632,27.36087,
386,12.86711,27.20311,
386.1,12.87011,27.1845,
386.2,12.87316,27.25159,
386.3,12.87713,27.34688,
386.4,12.88007,27.05226,
386.5,12.88318,27.2463,
386.6,12.88709,27.15916,
386.7,12.89014,27.26883,
386.8,12.8932,27.24583,
386.9,12.89711,27.2488,
387,12.90011,27.14688,
387.1,12.90321,27.26647,
387.2,12.90702,27.16373,
387.3,12.91012,27.13574,
387.4,12.91323,27.26392,
387.5,12.91704,27.3436,
387.6,12.92009,27.09004,
387.7,12.92325,27.37829,
387.8,12.92695,27.23436,
387.9,12.93005,27.35282,
388,12.93332,27.26378,
388.1,12.93691,27.25123,
388.2,12.94012,27.13857,
388.3,12.94339,27.32616,
388.4,12.94677,27.2965,
388.5,12.95014,27.15854,
388.6,12.95341,27.18533,
388.7,12.95668,27.33503,
388.8,12.96021,27.2372,
388.9,12.96343,27.16265,
389,12.96664,27.08047,
389.1,12.97029,27.18528,
389.2,12.97345,27.29396,
389.3,12.97661,27.2851,
389.4,12.9803,27.43236,
389.5,12.98341,27.20318,
389.6,12.98657,27.4542,
389.7,12.99032,27.15436,
389.8,12.99343,27.19517,
389.9,12.99659,27.33133,
390,13.00034,27.33811,
390.1,13.00339,27.39023,
390.2,13.00655,27.14023,
390.3,13.01036,27.34716,
390.4,13.01341,27.37766,
390.5,13.01657,27.37203,
390.6,13.02038,27.32621,
390.7,13.02348,27.28563,
390.8,13.02654,27.41847,
390.9,13.03045,27.23899,
391,13.0335,27.38701,
391.1,13.0365,27.21443,
391.2,13.04046,27.49668,
391.3,13.04346,27.47428,
391.4,13.04652,27.38141,
391.5,13.05048,27.40918,
391.6,13.05343,27.43209,
391.7,13.05648,27.38069,
391.8,13.06045,27.48303,
391.9,13.06339,27.27637,
392,13.0665,27.46461,
392.1,13.07046,27.34378,
392.2,13.07341,27.45459,
392.3,13.07657,27.34092,
392.4,13.08038,27.20428,
392.5,13.08337,27.3752,
392.6,13.08659,27.52589,
392.7,13.09028,27.48561,
392.8,13.09339,27.45595,
392.9,13.09666,27.5256,
393,13.10025,27.46415,
393.1,13.10347,27.44657,
393.2,13.10668,27.44174,
393.3,13.11016,27.44268,
393.4,13.11348,27.5016,
393.5,13.1167,27.44513,
393.6,13.12012,27.49155,
393.7,13.1235,27.51729,
393.8,13.12671,27.26382,
393.9,13.13009,27.5153,
394,13.13352,27.50355,
394.1,13.13673,27.51373,
394.2,13.14,27.49387,
394.3,13.14359,27.35866,
394.4,13.14675,27.50938,
394.5,13.14996,27.68514,
394.6,13.15361,27.56672,
394.7,13.15677,27.45034,
394.8,13.15993,27.62401,
394.9,13.16368,27.41747,
395,13.16679,27.56484,
395.1,13.16984,27.4315,
395.2,13.17375,27.65317,
395.3,13.1768,27.45052,
395.4,13.17986,27.40237,
395.5,13.18377,27.47289,
395.6,13.18677,27.51532,
395.7,13.18982,27.53793,
395.8,13.19384,27.5386,
395.9,13.19679,27.44531,
396,13.19984,27.5173,
396.1,13.2038,27.66296,
396.2,13.20675,27.47886,
396.3,13.20986,27.62995,
396.4,13.21382,27.55385,
396.5,13.21677,27.52968,
396.6,13.21987,27.55883,
396.7,13.22373,27.46704,
396.8,13.22673,27.60788,
396.9,13.22989,27.62008,
397,13.23375,27.43356,
397.1,13.23675,27.47471,
397.2,13.23991,27.64227,
397.3,13.24371,27.6196,
397.4,13.24677,27.66859,
397.5,13.24993,27.53092,
397.6,13.25362,27.76919,
397.7,13.25679,27.70243,
397.8,13.25995,27.48724,
397.9,13.26359,27.60036,
398,13.2668,27.55672,
398.1,13.26996,27.71475,
398.2,13.27355,27.50255,
398.3,13.27677,27.57106,
398.4,13.27998,27.46905,
398.5,13.28352,27.83186,
398.6,13.28678,27.7981,
398.7,13.29005,27.69128,
398.8,13.29343,27.62465,
398.9,13.29686,27.56097,
399,13.30007,27.54957,
399.1,13.30339,27.68964,
399.2,13.30688,27.77282,
399.3,13.31009,27.44722,
399.4,13.3133,27.6188,
399.5,13.31695,27.67379,
399.6,13.32011,27.76669,
399.7,13.32327,27.64657,
399.8,13.32696,27.66645,
399.9,13.33007,27.60975,
400,13.33323,27.67042,
400.1,13.33704,27.62191,
400.2,13.34014,27.45545,
400.3,13.3432,27.73449,
400.4,13.34711,27.87529,
400.5,13.35011,27.56348,
400.6,13.35321,27.79629,
400.7,13.35713,27.8524,
400.8,13.36007,27.64511,
400.9,13.36318,27.56077,
401,13.36714,27.82693,
401.1,13.37009,27.74631,
401.2,13.3732,27.84013,
401.3,13.37716,27.7219,
401.4,13.38011,27.67896,
401.5,13.38316,27.91183,
401.6,13.38713,27.7708,
401.7,13.39012,27.81423,
401.8,13.39323,27.81737,
401.9,13.39709,27.92244,
402,13.40009,27.63123,
402.1,13.40325,27.77581,
402.2,13.40705,27.72345,
402.3,13.41011,27.79698,
402.4,13.41321,27.78179,
402.5,13.41702,27.84664,
402.6,13.42013,28.02047,
402.7,13.42328,27.77576,
402.8,13.42698,27.73452,
402.9,13.43009,27.89296,
403,13.4333,27.86295,
403.1,13.43689,27.83069,
403.2,13.44011,27.95078,
403.3,13.44332,27.71041,
403.4,13.44686,27.94445,
403.5,13.45012,27.89445,
403.6,13.45339,28.05725,
403.7,13.45677,27.86114,
403.8,13.4602,27.93255,
403.9,13.46341,27.87693,
404,13.46673,27.96057,
404.1,13.47021,27.89069,
404.2,13.47343,27.82514,
404.3,13.4767,27.87246,
404.4,13.48029,28.02599,
404.5,13.48339,27.85855,
404.6,13.48661,27.88611,
404.7,13.4903,27.84328,
404.8,13.49341,27.77867,
404.9,13.49657,27.93737,
405,13.50032,27.82638,
405.1,13.50343,27.8549,
405.2,13.50659,27.99807,
405.3,13.51034,27.98784,
405.4,13.51345,28.01348,
405.5,13.51655,27.88693,
405.6,13.52041,27.89125,
405.7,13.52346,27.79173,
405.8,13.52652,28.00893,
405.9,13.53043,27.98877,
406,13.53348,27.91714,
406.1,13.53648,27.93655,
406.2,13.54045,27.92335,
406.3,13.54345,27.94508,
406.4,13.54645,27.91269,
406.5,13.55046,28.06456,
406.6,13.55346,28.12318,
406.7,13.55652,27.94021,
406.8,13.56048,27.93374,
406.9,13.56343,27.96219,
407,13.56653,28.18455,
407.1,13.57045,27.93047,
407.2,13.57339,28.10241,
407.3,13.57661,27.80337,
407.4,13.58036,27.9257,
407.5,13.58341,27.92223,
407.6,13.58662,28.0646,
407.7,13.59027,28.02717,
407.8,13.59343,28.10297,
407.9,13.59664,28.19614,
408,13.60018,28.0125,
408.1,13.60345,28.14462,
408.2,13.60671,28.00006,
408.3,13.61014,28.06758,
408.4,13.61352,28.06582,
408.5,13.61673,28.15258,
408.6,13.62005,28.18734,
408.7,13.62359,28.16233,
408.8,13.6267,28.0795,
408.9,13.63002,28.02914,
409,13.63361,28.04712,
409.1,13.63671,27.87553,
409.2,13.64003,28.07049,
409.3,13.64357,28.26263,
409.4,13.64673,28.09431,
409.5,13.64995,28.12519,
409.6,13.65359,28.13295,
409.7,13.65675,28.16054,
409.8,13.65996,27.97459,
409.9,13.66366,28.29145,
410,13.66677,28.04832,
410.1,13.66987,28.26625,
410.2,13.67368,28.11456,
410.3,13.67678,28.13334,
410.4,13.67984,28.09759,
410.5,13.68375,28.25468,
410.6,13.6868,28.08719,
410.7,13.6898,28.0825,
410.8,13.69382,28.20283,
410.9,13.69677,28.042,
411,13.69982,28.22612,
411.1,13.70379,28.20134,
411.2,13.70673,28.11688,
411.3,13.70984,28.34629,
411.4,13.71386,28.3416,
411.5,13.71675,28.13445,
411.6,13.71986,28.2364,
411.7,13.72377,28.32652,
411.8,13.72671,28.14598,
411.9,13.72987,28.17708,
412,13.73379,28.22076,
412.1,13.73673,28.14991,
412.2,13.73989,28.34026,
412.3,13.7437,28.16596,
412.4,13.7468,28.32671,
412.5,13.74996,28.13298,
412.6,13.75361,28.14975,
412.7,13.75682,28.32374,
412.8,13.75993,28.33245,
412.9,13.76357,28.31728,
413,13.76679,28.32527,
413.1,13.77,28.24692,
413.2,13.77354,28.34137,
413.3,13.7768,28.35584,
413.4,13.78002,28.46076,
413.5,13.7835,28.14185,
413.6,13.78682,28.32809,
413.7,13.79004,28.40893,
413.8,13.79341,28.25262,
413.9,13.79684,28.37134,
414,13.80011,28.19285,
414.1,13.80332,28.49802,
414.2,13.80686,28.45138,
414.3,13.81013,28.43138,
414.4,13.81323,28.41439,
414.5,13.81693,28.28672,
414.6,13.82014,28.3797,
414.7,13.82325,28.30283,
414.8,13.827,28.36579,
414.9,13.83011,28.38379,
415,13.83321,28.3772,
415.1,13.83707,28.22471,
415.2,13.84013,28.48736,
415.3,13.84318,28.43206,
415.4,13.84709,28.26809,
415.5,13.85009,28.37839,
415.6,13.8532,28.35614,
415.7,13.85711,28.44832,
415.8,13.86005,28.33278,
415.9,13.86321,28.41998,
416,13.86712,28.57141,
416.1,13.87007,28.33594,
416.2,13.87318,28.43121,
416.3,13.87714,28.36149,
416.4,13.88009,28.59406,
416.5,13.8832,28.54979,
416.6,13.88711,28.33067,
416.7,13.89011,28.54304,
416.8,13.89321,28.5274,
416.9,13.89707,28.50647,
417,13.90012,28.50032,
417.1,13.90323,28.67598,
417.2,13.90704,28.4264,
417.3,13.91009,28.5139,
417.4,13.9132,28.49672,
417.5,13.917,28.32493,
417.6,13.92011,28.53224,
417.7,13.92327,28.68882,
417.8,13.92696,28.45694,
417.9,13.93007,28.48794,
418,13.93328,28.46388,
418.1,13.93693,28.62271,
418.2,13.94009,28.46111,
418.3,13.94336,28.51461,
418.4,13.94684,28.49377,
418.5,13.95016,28.45168,
418.6,13.95337,28.54938,
418.7,13.95675,28.625,
418.8,13.96023,28.46628,
418.9,13.96339,28.616,
419,13.96671,28.7537,
419.1,13.97025,28.67409,
419.2,13.97341,28.5057,
419.3,13.97668,28.60367,
419.4,13.98027,28.82583,
419.5,13.98343,28.69471,
419.6,13.98664,28.59904,
419.7,13.99034,28.5472,
419.8,13.99339,28.53737,
419.9,13.99661,28.6551,
420,14.00036,28.79,
420.1,14.00341,28.55715,
420.2,14.00657,28.66866,
420.3,14.01037,28.69964,
420.4,14.01343,28.74959,
420.5,14.01654,28.78602,
420.6,14.02045,28.58498,
420.7,14.02345,28.72158,
420.8,14.0265,28.69568,
420.9,14.03046,28.62929,
421,14.03346,28.54698,
421.1,14.03652,28.75118,
421.2,14.04048,28.79792,
421.3,14.04343,28.72982,
421.4,14.04653,28.76211,
421.5,14.0505,28.69256,
421.6,14.05344,28.79568,
421.7,14.0565,28.70877,
421.8,14.06046,28.72738,
421.9,14.06341,28.70683,
422,14.06657,28.69812,
422.1,14.07043,28.71121,
422.2,14.07343,28.55448,
422.3,14.07659,28.75133,
422.4,14.08034,28.64661,
422.5,14.08339,28.79622,
422.6,14.08661,28.87806,
422.7,14.0903,28.73211,
422.8,14.09341,28.92357,
422.9,14.09668,28.62536,
423,14.10021,28.75299,
423.1,14.10348,28.85548,
423.2,14.1067,28.76948,
423.3,14.11018,29.02041,
423.4,14.1135,28.95554,
423.5,14.11666,28.90357,
423.6,14.12009,28.82182,
423.7,14.12352,28.71556,
423.8,14.12668,28.75062,
423.9,14.13005,28.80278,
424,14.13354,28.8707,
424.1,14.13675,28.8576,
424.2,14.14002,28.82771,
424.3,14.14355,28.87952,
424.4,14.14677,28.72838,
424.5,14.14998,28.91736,
424.6,14.15362,29.10965,
424.7,14.15679,28.71374,
424.8,14.15995,28.85783,
424.9,14.16364,28.76873,
425,14.1668,28.84853,
425.1,14.16986,28.87094,
425.2,14.17371,28.83989,
425.3,14.17682,28.93526,
425.4,14.17988,28.99128,
425.5,14.18373,28.9334,
425.6,14.18679,28.87904,
425.7,14.18984,29.00354,
425.8,14.1938,28.9031,
425.9,14.1968,28.89787,
426,14.19986,28.97937,
426.1,14.20382,28.95685,
426.2,14.20671,28.97783,
426.3,14.20982,28.98853,
426.4,14.21384,29.03099,
426.5,14.21673,28.89195,
426.6,14.21984,28.79473,
426.7,14.2238,28.87752,
426.8,14.22675,29.04115,
426.9,14.22991,28.98203,
427,14.23371,28.98182,
427.1,14.23671,28.9179,
427.2,14.23993,28.92639,
427.3,14.24362,29.26151,
427.4,14.24679,29.11304,
427.5,14.24994,28.91601,
427.6,14.25359,29.11452,
427.7,14.2568,29.27964,
427.8,14.25996,28.97506,
427.9,14.26355,29.18478,
428,14.26682,29.12424,
428.1,14.26998,29.19807,
428.2,14.27352,29.2669,
428.3,14.27684,29.10784,
428.4,14.28005,29.1937,
428.5,14.28348,29.12696,
428.6,14.28686,29.33201,
428.7,14.29002,29.13998,
428.8,14.29339,29.24555,
428.9,14.29682,29.21552,
429,14.30009,28.99029,
429.1,14.30341,29.30937,
429.2,14.30689,29.15691,
429.3,14.31011,29.1769,
429.4,14.31332,29.17497,
429.5,14.31691,29.21165,
429.6,14.32012,29.17584,
429.7,14.32329,29.29512,
429.8,14.32698,29.17324,
429.9,14.33014,29.24272,
430,14.33325,29.30576,
430.1,14.33705,29.27448,
430.2,14.34011,29.17858,
430.3,14.34316,29.29481,
430.4,14.34707,29.25866,
430.5,14.35007,29.26883,
430.6,14.35318,29.19292,
430.7,14.35709,29.24072,
430.8,14.36009,29.19072,
430.9,14.3632,29.33905,
431,14.36711,29.35063,
431.1,14.37011,29.12661,
431.2,14.37316,29.34475,
431.3,14.37712,29.31166,
431.4,14.38012,29.34888,
431.5,14.38318,29.28621,
431.6,14.38709,29.27011,
431.7,14.39014,29.46658,
431.8,14.3932,29.51674,
431.9,14.39705,29.33492,
432,14.40011,29.27202,
432.1,14.40321,29.31759,
432.2,14.40707,29.26687,
432.3,14.41012,29.27789,
432.4,14.41323,29.32321,
432.5,14.41704,29.34213,
432.6,14.42009,29.53726,
432.7,14.42325,29.33152,
432.8,14.427,29.42973,
432.9,14.43011,29.45763,
433,14.43332,29.4867,
433.1,14.43686,29.44873,
433.2,14.44012,29.45784,
433.3,14.44339,29.5631,
433.4,14.44682,29.49991,
433.5,14.45014,29.37276,
433.6,14.45341,29.34604,
433.7,14.45668,29.48433,
433.8,14.46021,29.4529,
433.9,14.46343,29.5748,
434,14.46664,29.61211,
434.1,14.47023,29.32341,
434.2,14.47345,29.52351,
434.3,14.47661,29.69102,
434.4,14.4803,29.6087,
434.5,14.48341,29.30862,
434.6,14.48657,29.47717,
434.7,14.49032,29.53976,
434.8,14.49343,29.55917,
434.9,14.49659,29.59651,
435,14.50039,29.6082,
435.1,14.50339,29.74603,
435.2,14.50655,29.73892,
435.3,14.51036,29.71929,
435.4,14.51341,29.38488,
435.5,14.51657,29.60649,
435.6,14.52038,29.45589,
435.7,14.52343,29.59864,
435.8,14.52654,29.58462,
435.9,14.53039,29.48148,
436,14.53345,29.55684,
436.1,14.5365,29.74003,
436.2,14.54046,29.64164,
436.3,14.54346,29.77163,
436.4,14.54652,29.73854,
436.5,14.55048,29.63231,
436.6,14.55343,29.71156,
436.7,14.55648,29.68985,
436.8,14.56045,29.73457,
436.9,14.56345,29.59192,
437,14.5665,29.77065,
437.1,14.57046,29.63513,
437.2,14.57341,29.79033,
437.3,14.57657,29.72008,
437.4,14.58037,29.53478,
437.5,14.58337,29.77241,
437.6,14.58659,29.71184,
437.7,14.59034,29.81845,
437.8,14.59339,29.64192,
437.9,14.59666,29.64567,
438,14.60025,29.81435,
438.1,14.60346,29.73293,
438.2,14.60668,29.70941,
438.3,14.61016,29.89826,
438.4,14.61348,29.7217,
438.5,14.6167,29.60991,
438.6,14.62012,29.91978,
438.7,14.62355,29.89551,
438.8,14.62671,29.89329,
438.9,14.63009,29.80982,
439,14.63357,29.96603,
439.1,14.63673,29.87057,
439.2,14.64005,29.8589,
439.3,14.64359,29.84293,
439.4,14.64675,29.90833,
439.5,14.64996,29.87824,
439.6,14.65361,30.02647,
439.7,14.65677,29.84453,
439.8,14.65993,29.90556,
439.9,14.66368,29.87418,
440,14.66679,29.89663,
440.1,14.66984,29.72278,
440.2,14.6737,30.05266,
440.3,14.6768,30.00489,
440.4,14.67986,30.12066,
440.5,14.68382,29.92468,
440.6,14.68682,29.83463,
440.7,14.68982,29.83028,
440.8,14.69384,30.01312,
440.9,14.69678,29.95674,
441,14.69984,29.7545,
441.1,14.7038,29.94535,
441.2,14.70675,29.88838,
441.3,14.70986,29.91534,
441.4,14.71382,30.08864,
441.5,14.71671,29.98532,
441.6,14.71987,30.06737,
441.7,14.72379,30.04431,
441.8,14.72673,29.85305,
441.9,14.72989,29.89654,
442,14.73375,29.969,
442.1,14.73675,29.98395,
442.2,14.73991,30.36148,
442.3,14.74366,30.15426,
442.4,14.74677,29.9927,
442.5,14.74993,29.84166,
442.6,14.75362,29.95236,
442.7,14.75679,30.09152,
442.8,14.75995,30.09903,
442.9,14.76359,30.13828,
443,14.7668,30.0315,
443.1,14.76996,30.01344,
443.2,14.77355,30.16513,
443.3,14.77682,30.2307,
443.4,14.77998,30.16491,
443.5,14.78352,30.31945,
443.6,14.78679,30.27361,
443.7,14.79005,30.09311,
443.8,14.79343,30.194,
443.9,14.79686,30.10897,
444,14.80007,30.20783,
444.1,14.80339,30.09108,
444.2,14.80693,30.38947,
444.3,14.81009,30.28519,
444.4,14.8133,30.12574,
444.5,14.81695,30.13908,
444.6,14.82016,30.13711,
444.7,14.82327,30.23215,
444.8,14.82696,30.36061,
444.9,14.83012,30.2986,
445,14.83318,30.23227,
445.1,14.83704,30.33608,
445.2,14.84009,29.98686,
445.3,14.8432,30.21827,
445.4,14.84711,30.29835,
445.5,14.85011,30.26782,
445.6,14.85321,30.29239,
445.7,14.85712,30.18324,
445.8,14.86007,30.20541,
445.9,14.86318,30.42716,
446,14.86714,30.34029,
446.1,14.87009,30.37061,
446.2,14.8732,30.39872,
446.3,14.87711,30.35721,
446.4,14.88005,30.33031,
446.5,14.88316,30.23713,
446.6,14.88713,30.45214,
446.7,14.89013,30.3224,
446.8,14.89323,30.47991,
446.9,14.89709,30.36213,
447,14.90009,30.32457,
447.1,14.90325,30.50098,
447.2,14.90705,30.38885,
447.3,14.91011,30.15809,
447.4,14.91327,30.52358,
447.5,14.91696,30.23382,
447.6,14.92007,30.37964,
447.7,14.92329,30.46175,
447.8,14.92698,30.29753,
447.9,14.93009,30.39181,
448,14.9333,30.56043,
448.1,14.93684,30.61018,
448.2,14.94011,30.39919,
448.3,14.94337,30.58328,
448.4,14.9468,30.52354,
448.5,14.95012,30.53143,
448.6,14.95339,30.46249,
448.7,14.95677,30.5664,
448.8,14.9602,30.52081,
448.9,14.96341,30.60045,
449,14.96673,30.6215,
449.1,14.97021,30.73608,
449.2,14.97343,30.63922,
449.3,14.97664,30.53601,
449.4,14.98023,30.57536,
449.5,14.98339,30.53263,
449.6,14.98661,30.70895,
449.7,14.9903,30.44704,
449.8,14.99341,30.62089,
449.9,14.99657,30.77762,
450,15.00032,30.5795,
450.1,15.00343,30.75271,
450.2,15.00659,30.92836,
450.3,15.01039,30.64266,
450.4,15.01345,30.53244,
450.5,15.0165,30.75067,
450.6,15.02041,30.73663,
450.7,15.02341,30.64187,
450.8,15.02652,30.94485,
450.9,15.03043,30.7712,
451,15.03343,30.8289,
451.1,15.03653,30.72805,
451.2,15.04045,30.6548,
451.3,15.04344,30.76664,
451.4,15.04645,30.68703,
451.5,15.05046,30.52372,
451.6,15.05341,30.89405,
451.7,15.05652,30.60416,
451.8,15.06048,30.65291,
451.9,15.06343,30.68753,
452,15.06653,30.69288,
452.1,15.07045,30.90449,
452.2,15.07339,30.80984,
452.3,15.07661,30.80912,
452.4,15.08036,30.62461,
452.5,15.08341,30.89069,
452.6,15.08668,30.87878,
452.7,15.09027,30.71984,
452.8,15.09343,30.78269,
452.9,15.09664,30.76959,
453,15.10013,30.91124,
453.1,15.10345,31.08067,
453.2,15.10671,30.90821,
453.3,15.11014,31.05304,
453.4,15.11352,30.89604,
453.5,15.11668,30.74974,
453.6,15.12005,30.73069,
453.7,15.12354,30.93567,
453.8,15.1267,30.84578,
453.9,15.13002,31.02708,
454,15.13361,30.76604,
454.1,15.13671,30.7608,
454.2,15.13998,31.15346,
454.3,15.14357,31.23306,
454.4,15.14673,30.83631,
454.5,15.14995,31.0768,
454.6,15.15359,30.93756,
454.7,15.15675,31.05584,
454.8,15.15996,31.19308,
454.9,15.16361,30.90253,
455,15.16682,30.87247,
455.1,15.16988,31.07378,
455.2,15.17368,31.09518,
455.3,15.17679,30.98676,
455.4,15.17989,31.00106,
455.5,15.18375,31.05098,
455.6,15.1868,31.05958,
455.7,15.1898,31.02186,
455.8,15.19377,31.12697,
455.9,15.19677,30.982,
456,15.19982,31.04222,
456.1,15.20378,31.17488,
456.2,15.20679,31.11016,
456.3,15.20984,31.24699,
456.4,15.21386,31.08883,
456.5,15.21675,31.06266,
456.6,15.21986,31.23166,
456.7,15.22382,31.23039,
456.8,15.22671,31.14851,
456.9,15.22988,31.10158,
457,15.23378,31.02123,
457.1,15.23673,31.13871,
457.2,15.23989,31.19941,
457.3,15.2437,31.25147,
457.4,15.2468,31.4915,
457.5,15.24996,31.18082,
457.6,15.25366,31.19773,
457.7,15.25677,31.39684,
457.8,15.25993,31.21683,
457.9,15.26357,31.46017,
458,15.26679,31.53729,
458.1,15.27,31.16911,
458.2,15.27354,31.19136,
458.3,15.2768,31.35277,
458.4,15.28002,31.42809,
458.5,15.2835,31.28898,
458.6,15.28682,31.39403,
458.7,15.29004,31.25503,
458.8,15.29341,31.36891,
458.9,15.29684,31.31821,
459,15.30011,31.38554,
459.1,15.30338,31.32898,
459.2,15.30686,31.27968,
459.3,15.31012,31.31762,
459.4,15.31329,31.43072,
459.5,15.31693,31.50489,
459.6,15.32014,31.40598,
459.7,15.3232,31.43302,
459.8,15.32705,31.39653,
459.9,15.33011,31.55393,
460,15.33316,31.52327,
460.1,15.33707,31.39325,
460.2,15.34007,31.5532,
460.3,15.34318,31.65314,
460.4,15.34709,31.5801,
460.5,15.35009,31.50535,
460.6,15.3532,31.46096,
460.7,15.35711,31.58189,
460.8,15.36005,31.5531,
460.9,15.36316,31.53406,
461,15.36713,31.60407,
461.1,15.37007,31.62836,
461.2,15.37318,31.54938,
461.3,15.37709,31.62506,
461.4,15.38009,31.46133,
461.5,15.3832,31.83828,
461.6,15.38711,31.57785,
461.7,15.39011,31.60027,
461.8,15.39321,31.54194,
461.9,15.39707,31.48578,
462,15.40012,31.70545,
462.1,15.40323,31.7132,
462.2,15.40709,31.55935,
462.3,15.41014,31.79837,
462.4,15.41319,31.61038,
462.5,15.417,31.67071,
462.6,15.42005,31.89559,
462.7,15.42321,31.70155,
462.8,15.42702,31.55727,
462.9,15.43007,31.74103,
463,15.43334,31.91524,
463.1,15.43693,31.44107,
463.2,15.44009,31.6546,
463.3,15.44336,31.87398,
463.4,15.44684,31.62935,
463.5,15.45016,31.72818,
463.6,15.45337,31.75837,
463.7,15.45675,31.72733,
463.8,15.46018,31.89009,
463.9,15.46345,31.67459,
464,15.46671,31.65447,
464.1,15.47025,31.80155,
464.2,15.47341,31.679,
464.3,15.47662,31.77674,
464.4,15.48032,32.00064,
464.5,15.48343,31.81732,
464.6,15.48664,31.99388,
464.7,15.49034,31.7732,
464.8,15.49339,31.81521,
464.9,15.49661,32.03748,
465,15.50036,31.95779,
465.1,15.50341,31.90639,
465.2,15.50657,31.92623,
