Group numbers,Specimen material,Test type
"","",""

Results Table 1
,Group numbers,Specimen material,Test type
"1","17","polystyrene","compression"

Results Table 2



Time,Displacement,Force
(s),(mm),(N)
"70.30000","2.51861","114.26360"
"70.40000","2.52188","114.27101"
"70.50000","2.52525","114.33009"
"70.60000","2.52868","114.49081"
"70.70000","2.53189","114.65512"
"70.80000","2.53511","114.64323"
"70.90000","2.53870","115.01924"
"71.00000","2.54196","115.20948"
"71.10000","2.54513","115.16325"
"71.20000","2.54877","115.42212"
"71.30000","2.55193","115.37144"
"71.40000","2.55504","115.39256"
"71.50000","2.55879","116.03823"
"71.60000","2.56189","116.01363"
"71.70000","2.56500","116.10954"
"71.80000","2.56886","116.26399"
"71.90000","2.57191","116.24596"
"72.00000","2.57502","116.60017"
"72.10000","2.57888","116.60294"
"72.20000","2.58188","116.70111"
"72.30000","2.58498","116.87283"
"72.40000","2.58889","117.06534"
"72.50000","2.59189","117.24254"
"72.60000","2.59500","117.41948"
"72.70000","2.59891","117.62080"
"72.80000","2.60191","117.66429"
"72.90000","2.60496","117.75150"
"73.00000","2.60893","117.81371"
"73.10000","2.61193","118.04578"
"73.20000","2.61498","118.14351"
"73.30000","2.61889","118.38908"
"73.40000","2.62189","118.47620"
"73.50000","2.62500","118.61196"
"73.60000","2.62896","118.84798"
"73.70000","2.63191","118.89275"
"73.80000","2.63496","118.98280"
"73.90000","2.63893","119.18217"
"74.00000","2.64188","119.21861"
"74.10000","2.64504","119.23605"
"74.20000","2.64889","119.51444"
"74.30000","2.65189","119.69601"
"74.40000","2.65505","119.84000"
"74.50000","2.65880","120.12185"
"74.60000","2.66186","120.26839"
"74.70000","2.66513","120.21075"
"74.80000","2.66877","120.33929"
"74.90000","2.67188","120.46564"
"75.00000","2.67514","120.52879"
"75.10000","2.67863","120.66650"
"75.20000","2.68195","120.90214"
"75.30000","2.68521","121.05425"
"75.40000","2.68859","121.17727"
"75.50000","2.69202","121.49545"
"75.60000","2.69518","121.34960"
"75.70000","2.69850","121.56981"
"75.80000","2.70204","121.75645"
"75.90000","2.70520","121.76431"
"76.00000","2.70852","122.08488"
"76.10000","2.71205","122.24448"
"76.20000","2.71521","122.21684"
"76.30000","2.71848","122.37837"
"76.40000","2.72207","122.36436"
"76.50000","2.72523","122.65704"
"76.60000","2.72839","122.76032"
"76.70000","2.73214","122.93328"
"76.80000","2.73520","123.05398"
"76.90000","2.73836","123.22364"
"77.00000","2.74216","123.28374"
"77.10000","2.74527","123.21409"
"77.20000","2.74832","123.36988"
"77.30000","2.75223","123.70221"
"77.40000","2.75529","123.86160"
"77.50000","2.75829","123.98331"
"77.60000","2.76230","124.16608"
"77.70000","2.76525","124.21494"
"77.80000","2.76830","124.27805"
"77.90000","2.77232","124.48064"
"78.00000","2.77521","124.45520"
"78.10000","2.77832","124.83171"
"78.20000","2.78229","124.85017"
"78.30000","2.78523","124.91081"
"78.40000","2.78834","125.23126"
"78.50000","2.79230","125.49852"
"78.60000","2.79520","125.44653"
"78.70000","2.79836","125.42039"
"78.80000","2.80221","125.70963"
"78.90000","2.80521","125.83848"
"79.00000","2.80838","125.87319"
"79.10000","2.81218","126.10213"
"79.20000","2.81523","126.17226"
"79.30000","2.81839","126.48971"
"79.40000","2.82214","126.45980"
"79.50000","2.82525","126.44998"
"79.60000","2.82846","126.88058"
